# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
11

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
BODY,Left Boom,0,KNGGVAOOGF,0,0,0,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.500000000000000000e+01, 2.850000000000000000e+02, 2.500000000000000000e+01, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,21,17
# x,y,z,u,w
3.300000000000000000e+02, -2.850000000000000000e+02, 2.889089150958199781e+01, 0.000000000000000000e+00, 1.842726100638799380e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.399999999999999911e+00, 3.750000000000000000e+00, 2.250000000000000000e+00, 3.300000000000000000e+02, -2.850000000000000000e+02, 2.889089150958199781e+01
3.300000000000000000e+02, -2.850000000000000000e+02, 3.206968134185066788e+01, 0.000000000000000000e+00, 1.413936268370127891e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.399999999999999911e+00, 3.500000000000000000e+00, 2.500000000000000000e+00, 3.300000000000000000e+02, -2.850000000000000000e+02, 3.206968134185066788e+01
3.300000000000000000e+02, -2.850000000000000000e+02, 3.421363050319399690e+01, 0.000000000000000000e+00, 7.781783019163981407e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.399999999999999911e+00, 3.250000000000000000e+00, 2.750000000000000000e+00, 3.300000000000000000e+02, -2.850000000000000000e+02, 3.421363050319399690e+01
3.300000000000000000e+02, -2.850000000000000000e+02, 3.500000000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.399999999999999911e+00, 3.000000000000000000e+00, 3.000000000000000000e+00, 3.300000000000000000e+02, -2.850000000000000000e+02, 3.500000000000000000e+01
3.750000000000000000e+02, -2.850000000000000000e+02, 1.500000000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 3.750000000000000000e+02, -2.850000000000000000e+02, 1.500000000000000000e+01
3.750000000000000000e+02, -2.850000000000000000e+02, 1.578636949680600310e+01, 0.000000000000000000e+00, 7.781783019163981407e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 7.500000000000000000e-01, 1.250000000000000000e+00, 3.750000000000000000e+02, -2.850000000000000000e+02, 1.578636949680600310e+01
3.750000000000000000e+02, -2.850000000000000000e+02, 1.793031865814933568e+01, 0.000000000000000000e+00, 1.413936268370127891e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 5.000000000000000000e-01, 1.500000000000000000e+00, 3.750000000000000000e+02, -2.850000000000000000e+02, 1.793031865814933568e+01
3.750000000000000000e+02, -2.850000000000000000e+02, 2.110910849041800219e+01, 0.000000000000000000e+00, 1.842726100638799380e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 2.500000000000000000e-01, 1.750000000000000000e+00, 3.750000000000000000e+02, -2.850000000000000000e+02, 2.110910849041800219e+01
3.750000000000000000e+02, -2.850000000000000000e+02, 2.500000000000000000e+01, 0.000000000000000000e+00, 2.000000000000000000e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 4.000000000000000000e+00, 2.000000000000000000e+00, 3.750000000000000000e+02, -2.850000000000000000e+02, 2.500000000000000000e+01
3.750000000000000000e+02, -2.850000000000000000e+02, 2.889089150958199781e+01, 0.000000000000000000e+00, 1.842726100638799380e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 3.750000000000000000e+00, 2.250000000000000000e+00, 3.750000000000000000e+02, -2.850000000000000000e+02, 2.889089150958199781e+01
3.750000000000000000e+02, -2.850000000000000000e+02, 3.206968134185066788e+01, 0.000000000000000000e+00, 1.413936268370127891e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 3.500000000000000000e+00, 2.500000000000000000e+00, 3.750000000000000000e+02, -2.850000000000000000e+02, 3.206968134185066788e+01
3.750000000000000000e+02, -2.850000000000000000e+02, 3.421363050319399690e+01, 0.000000000000000000e+00, 7.781783019163981407e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 3.250000000000000000e+00, 2.750000000000000000e+00, 3.750000000000000000e+02, -2.850000000000000000e+02, 3.421363050319399690e+01
3.750000000000000000e+02, -2.850000000000000000e+02, 3.500000000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 3.000000000000000000e+00, 3.000000000000000000e+00, 3.750000000000000000e+02, -2.850000000000000000e+02, 3.500000000000000000e+01
4.200000000000000000e+02, -2.850000000000000000e+02, 1.500000000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 4.200000000000000000e+02, -2.850000000000000000e+02, 1.500000000000000000e+01
4.200000000000000000e+02, -2.850000000000000000e+02, 1.578636949680600310e+01, 0.000000000000000000e+00, 7.781783019163981407e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 7.500000000000000000e-01, 1.250000000000000000e+00, 4.200000000000000000e+02, -2.850000000000000000e+02, 1.578636949680600310e+01
4.200000000000000000e+02, -2.850000000000000000e+02, 1.793031865814933568e+01, 0.000000000000000000e+00, 1.413936268370127891e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 5.000000000000000000e-01, 1.500000000000000000e+00, 4.200000000000000000e+02, -2.850000000000000000e+02, 1.793031865814933568e+01
4.200000000000000000e+02, -2.850000000000000000e+02, 2.110910849041800219e+01, 0.000000000000000000e+00, 1.842726100638799380e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 2.500000000000000000e-01, 1.750000000000000000e+00, 4.200000000000000000e+02, -2.850000000000000000e+02, 2.110910849041800219e+01
4.200000000000000000e+02, -2.850000000000000000e+02, 2.500000000000000000e+01, 0.000000000000000000e+00, 2.000000000000000000e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 4.000000000000000000e+00, 2.000000000000000000e+00, 4.200000000000000000e+02, -2.850000000000000000e+02, 2.500000000000000000e+01
4.200000000000000000e+02, -2.850000000000000000e+02, 2.889089150958199781e+01, 0.000000000000000000e+00, 1.842726100638799380e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 3.750000000000000000e+00, 2.250000000000000000e+00, 4.200000000000000000e+02, -2.850000000000000000e+02, 2.889089150958199781e+01
4.200000000000000000e+02, -2.850000000000000000e+02, 3.206968134185066788e+01, 0.000000000000000000e+00, 1.413936268370127891e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 3.500000000000000000e+00, 2.500000000000000000e+00, 4.200000000000000000e+02, -2.850000000000000000e+02, 3.206968134185066788e+01
4.200000000000000000e+02, -2.850000000000000000e+02, 3.421363050319399690e+01, 0.000000000000000000e+00, 7.781783019163981407e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 3.250000000000000000e+00, 2.750000000000000000e+00, 4.200000000000000000e+02, -2.850000000000000000e+02, 3.421363050319399690e+01
4.200000000000000000e+02, -2.850000000000000000e+02, 3.500000000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 3.000000000000000000e+00, 3.000000000000000000e+00, 4.200000000000000000e+02, -2.850000000000000000e+02, 3.500000000000000000e+01
4.650000000000000000e+02, -2.850000000000000000e+02, 1.500000000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 4.650000000000000000e+02, -2.850000000000000000e+02, 1.500000000000000000e+01
4.650000000000000000e+02, -2.850000000000000000e+02, 1.578636949680600310e+01, 0.000000000000000000e+00, 7.781783019163981407e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 7.500000000000000000e-01, 1.250000000000000000e+00, 4.650000000000000000e+02, -2.850000000000000000e+02, 1.578636949680600310e+01
4.650000000000000000e+02, -2.850000000000000000e+02, 1.793031865814933568e+01, 0.000000000000000000e+00, 1.413936268370127891e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 5.000000000000000000e-01, 1.500000000000000000e+00, 4.650000000000000000e+02, -2.850000000000000000e+02, 1.793031865814933568e+01
4.650000000000000000e+02, -2.850000000000000000e+02, 2.110910849041800219e+01, 0.000000000000000000e+00, 1.842726100638799380e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 2.500000000000000000e-01, 1.750000000000000000e+00, 4.650000000000000000e+02, -2.850000000000000000e+02, 2.110910849041800219e+01
4.650000000000000000e+02, -2.850000000000000000e+02, 2.500000000000000000e+01, 0.000000000000000000e+00, 2.000000000000000000e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 4.000000000000000000e+00, 2.000000000000000000e+00, 4.650000000000000000e+02, -2.850000000000000000e+02, 2.500000000000000000e+01
4.650000000000000000e+02, -2.850000000000000000e+02, 2.889089150958199781e+01, 0.000000000000000000e+00, 1.842726100638799380e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 3.750000000000000000e+00, 2.250000000000000000e+00, 4.650000000000000000e+02, -2.850000000000000000e+02, 2.889089150958199781e+01
4.650000000000000000e+02, -2.850000000000000000e+02, 3.206968134185066788e+01, 0.000000000000000000e+00, 1.413936268370127891e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 3.500000000000000000e+00, 2.500000000000000000e+00, 4.650000000000000000e+02, -2.850000000000000000e+02, 3.206968134185066788e+01
4.650000000000000000e+02, -2.850000000000000000e+02, 3.421363050319399690e+01, 0.000000000000000000e+00, 7.781783019163981407e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 3.250000000000000000e+00, 2.750000000000000000e+00, 4.650000000000000000e+02, -2.850000000000000000e+02, 3.421363050319399690e+01
4.650000000000000000e+02, -2.850000000000000000e+02, 3.500000000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 3.000000000000000000e+00, 3.000000000000000000e+00, 4.650000000000000000e+02, -2.850000000000000000e+02, 3.500000000000000000e+01
5.100000000000000568e+02, -2.850000000000000000e+02, 1.500000000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.200000000000000178e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 5.100000000000000568e+02, -2.850000000000000000e+02, 1.500000000000000000e+01
5.100000000000000568e+02, -2.850000000000000000e+02, 1.578636949680600310e+01, 0.000000000000000000e+00, 7.781783019163981407e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.200000000000000178e+00, 7.500000000000000000e-01, 1.250000000000000000e+00, 5.100000000000000568e+02, -2.850000000000000000e+02, 1.578636949680600310e+01
5.100000000000000568e+02, -2.850000000000000000e+02, 1.793031865814933568e+01, 0.000000000000000000e+00, 1.413936268370127891e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.200000000000000178e+00, 5.000000000000000000e-01, 1.500000000000000000e+00, 5.100000000000000568e+02, -2.850000000000000000e+02, 1.793031865814933568e+01
5.100000000000000568e+02, -2.850000000000000000e+02, 2.110910849041800219e+01, 0.000000000000000000e+00, 1.842726100638799380e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.200000000000000178e+00, 2.500000000000000000e-01, 1.750000000000000000e+00, 5.100000000000000568e+02, -2.850000000000000000e+02, 2.110910849041800219e+01
5.100000000000000568e+02, -2.850000000000000000e+02, 2.500000000000000000e+01, 0.000000000000000000e+00, 2.000000000000000000e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.200000000000000178e+00, 4.000000000000000000e+00, 2.000000000000000000e+00, 5.100000000000000568e+02, -2.850000000000000000e+02, 2.500000000000000000e+01
5.100000000000000568e+02, -2.850000000000000000e+02, 2.889089150958199781e+01, 0.000000000000000000e+00, 1.842726100638799380e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.200000000000000178e+00, 3.750000000000000000e+00, 2.250000000000000000e+00, 5.100000000000000568e+02, -2.850000000000000000e+02, 2.889089150958199781e+01
5.100000000000000568e+02, -2.850000000000000000e+02, 3.206968134185066788e+01, 0.000000000000000000e+00, 1.413936268370127891e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.200000000000000178e+00, 3.500000000000000000e+00, 2.500000000000000000e+00, 5.100000000000000568e+02, -2.850000000000000000e+02, 3.206968134185066788e+01
5.100000000000000568e+02, -2.850000000000000000e+02, 3.421363050319399690e+01, 0.000000000000000000e+00, 7.781783019163981407e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.200000000000000178e+00, 3.250000000000000000e+00, 2.750000000000000000e+00, 5.100000000000000568e+02, -2.850000000000000000e+02, 3.421363050319399690e+01
5.100000000000000568e+02, -2.850000000000000000e+02, 3.500000000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.200000000000000178e+00, 3.000000000000000000e+00, 3.000000000000000000e+00, 5.100000000000000568e+02, -2.850000000000000000e+02, 3.500000000000000000e+01
5.550000000000000000e+02, -2.850000000000000000e+02, 1.500000000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.399999999999999911e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 5.550000000000000000e+02, -2.850000000000000000e+02, 1.500000000000000000e+01
5.550000000000000000e+02, -2.850000000000000000e+02, 1.578636949680600310e+01, 0.000000000000000000e+00, 7.781783019163981407e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.399999999999999911e+00, 7.500000000000000000e-01, 1.250000000000000000e+00, 5.550000000000000000e+02, -2.850000000000000000e+02, 1.578636949680600310e+01
5.550000000000000000e+02, -2.850000000000000000e+02, 1.793031865814933568e+01, 0.000000000000000000e+00, 1.413936268370127891e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.399999999999999911e+00, 5.000000000000000000e-01, 1.500000000000000000e+00, 5.550000000000000000e+02, -2.850000000000000000e+02, 1.793031865814933568e+01
5.550000000000000000e+02, -2.850000000000000000e+02, 2.110910849041800219e+01, 0.000000000000000000e+00, 1.842726100638799380e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.399999999999999911e+00, 2.500000000000000000e-01, 1.750000000000000000e+00, 5.550000000000000000e+02, -2.850000000000000000e+02, 2.110910849041800219e+01
5.550000000000000000e+02, -2.850000000000000000e+02, 2.500000000000000000e+01, 0.000000000000000000e+00, 2.000000000000000000e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.399999999999999911e+00, 4.000000000000000000e+00, 2.000000000000000000e+00, 5.550000000000000000e+02, -2.850000000000000000e+02, 2.500000000000000000e+01
5.550000000000000000e+02, -2.850000000000000000e+02, 2.889089150958199781e+01, 0.000000000000000000e+00, 1.842726100638799380e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.399999999999999911e+00, 3.750000000000000000e+00, 2.250000000000000000e+00, 5.550000000000000000e+02, -2.850000000000000000e+02, 2.889089150958199781e+01
5.550000000000000000e+02, -2.850000000000000000e+02, 3.206968134185066788e+01, 0.000000000000000000e+00, 1.413936268370127891e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.399999999999999911e+00, 3.500000000000000000e+00, 2.500000000000000000e+00, 5.550000000000000000e+02, -2.850000000000000000e+02, 3.206968134185066788e+01
5.550000000000000000e+02, -2.850000000000000000e+02, 3.421363050319399690e+01, 0.000000000000000000e+00, 7.781783019163981407e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.399999999999999911e+00, 3.250000000000000000e+00, 2.750000000000000000e+00, 5.550000000000000000e+02, -2.850000000000000000e+02, 3.421363050319399690e+01
5.550000000000000000e+02, -2.850000000000000000e+02, 3.500000000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.399999999999999911e+00, 3.000000000000000000e+00, 3.000000000000000000e+00, 5.550000000000000000e+02, -2.850000000000000000e+02, 3.500000000000000000e+01
6.000000000000000000e+02, -2.850000000000000000e+02, 1.500000000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.600000000000000089e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 6.000000000000000000e+02, -2.850000000000000000e+02, 1.500000000000000000e+01
6.000000000000000000e+02, -2.850000000000000000e+02, 1.578636949680600310e+01, 0.000000000000000000e+00, 7.781783019163981407e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.600000000000000089e+00, 7.500000000000000000e-01, 1.250000000000000000e+00, 6.000000000000000000e+02, -2.850000000000000000e+02, 1.578636949680600310e+01
6.000000000000000000e+02, -2.850000000000000000e+02, 1.793031865814933568e+01, 0.000000000000000000e+00, 1.413936268370127891e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.600000000000000089e+00, 5.000000000000000000e-01, 1.500000000000000000e+00, 6.000000000000000000e+02, -2.850000000000000000e+02, 1.793031865814933568e+01
6.000000000000000000e+02, -2.850000000000000000e+02, 2.110910849041800219e+01, 0.000000000000000000e+00, 1.842726100638799380e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.600000000000000089e+00, 2.500000000000000000e-01, 1.750000000000000000e+00, 6.000000000000000000e+02, -2.850000000000000000e+02, 2.110910849041800219e+01
6.000000000000000000e+02, -2.850000000000000000e+02, 2.500000000000000000e+01, 0.000000000000000000e+00, 2.000000000000000000e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.600000000000000089e+00, 4.000000000000000000e+00, 2.000000000000000000e+00, 6.000000000000000000e+02, -2.850000000000000000e+02, 2.500000000000000000e+01
6.000000000000000000e+02, -2.850000000000000000e+02, 2.889089150958199781e+01, 0.000000000000000000e+00, 1.842726100638799380e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.600000000000000089e+00, 3.750000000000000000e+00, 2.250000000000000000e+00, 6.000000000000000000e+02, -2.850000000000000000e+02, 2.889089150958199781e+01
6.000000000000000000e+02, -2.850000000000000000e+02, 3.206968134185066788e+01, 0.000000000000000000e+00, 1.413936268370127891e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.600000000000000089e+00, 3.500000000000000000e+00, 2.500000000000000000e+00, 6.000000000000000000e+02, -2.850000000000000000e+02, 3.206968134185066788e+01
6.000000000000000000e+02, -2.850000000000000000e+02, 3.421363050319399690e+01, 0.000000000000000000e+00, 7.781783019163981407e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.600000000000000089e+00, 3.250000000000000000e+00, 2.750000000000000000e+00, 6.000000000000000000e+02, -2.850000000000000000e+02, 3.421363050319399690e+01
6.000000000000000000e+02, -2.850000000000000000e+02, 3.500000000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.600000000000000089e+00, 3.000000000000000000e+00, 3.000000000000000000e+00, 6.000000000000000000e+02, -2.850000000000000000e+02, 3.500000000000000000e+01
6.450000000000000000e+02, -2.850000000000000000e+02, 1.500000000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.799999999999999822e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 6.450000000000000000e+02, -2.850000000000000000e+02, 1.500000000000000000e+01
6.450000000000000000e+02, -2.850000000000000000e+02, 1.578636949680600310e+01, 0.000000000000000000e+00, 7.781783019163981407e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.799999999999999822e+00, 7.500000000000000000e-01, 1.250000000000000000e+00, 6.450000000000000000e+02, -2.850000000000000000e+02, 1.578636949680600310e+01
6.450000000000000000e+02, -2.850000000000000000e+02, 1.793031865814933568e+01, 0.000000000000000000e+00, 1.413936268370127891e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.799999999999999822e+00, 5.000000000000000000e-01, 1.500000000000000000e+00, 6.450000000000000000e+02, -2.850000000000000000e+02, 1.793031865814933568e+01
6.450000000000000000e+02, -2.850000000000000000e+02, 2.110910849041800219e+01, 0.000000000000000000e+00, 1.842726100638799380e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.799999999999999822e+00, 2.500000000000000000e-01, 1.750000000000000000e+00, 6.450000000000000000e+02, -2.850000000000000000e+02, 2.110910849041800219e+01
6.450000000000000000e+02, -2.850000000000000000e+02, 2.500000000000000000e+01, 0.000000000000000000e+00, 2.000000000000000000e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.799999999999999822e+00, 4.000000000000000000e+00, 2.000000000000000000e+00, 6.450000000000000000e+02, -2.850000000000000000e+02, 2.500000000000000000e+01
6.450000000000000000e+02, -2.850000000000000000e+02, 2.889089150958199781e+01, 0.000000000000000000e+00, 1.842726100638799380e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.799999999999999822e+00, 3.750000000000000000e+00, 2.250000000000000000e+00, 6.450000000000000000e+02, -2.850000000000000000e+02, 2.889089150958199781e+01
6.450000000000000000e+02, -2.850000000000000000e+02, 3.206968134185066788e+01, 0.000000000000000000e+00, 1.413936268370127891e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.799999999999999822e+00, 3.500000000000000000e+00, 2.500000000000000000e+00, 6.450000000000000000e+02, -2.850000000000000000e+02, 3.206968134185066788e+01
6.450000000000000000e+02, -2.850000000000000000e+02, 3.421363050319399690e+01, 0.000000000000000000e+00, 7.781783019163981407e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.799999999999999822e+00, 3.250000000000000000e+00, 2.750000000000000000e+00, 6.450000000000000000e+02, -2.850000000000000000e+02, 3.421363050319399690e+01
6.450000000000000000e+02, -2.850000000000000000e+02, 3.500000000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.799999999999999822e+00, 3.000000000000000000e+00, 3.000000000000000000e+00, 6.450000000000000000e+02, -2.850000000000000000e+02, 3.500000000000000000e+01
6.900000000000000000e+02, -2.850000000000000000e+02, 1.500000000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 6.900000000000000000e+02, -2.850000000000000000e+02, 1.500000000000000000e+01
6.900000000000000000e+02, -2.850000000000000000e+02, 1.578636949680600310e+01, 0.000000000000000000e+00, 7.781783019163981407e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.000000000000000000e+00, 7.500000000000000000e-01, 1.250000000000000000e+00, 6.900000000000000000e+02, -2.850000000000000000e+02, 1.578636949680600310e+01
6.900000000000000000e+02, -2.850000000000000000e+02, 1.793031865814933568e+01, 0.000000000000000000e+00, 1.413936268370127891e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.000000000000000000e+00, 5.000000000000000000e-01, 1.500000000000000000e+00, 6.900000000000000000e+02, -2.850000000000000000e+02, 1.793031865814933568e+01
6.900000000000000000e+02, -2.850000000000000000e+02, 2.110910849041800219e+01, 0.000000000000000000e+00, 1.842726100638799380e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.000000000000000000e+00, 2.500000000000000000e-01, 1.750000000000000000e+00, 6.900000000000000000e+02, -2.850000000000000000e+02, 2.110910849041800219e+01
6.900000000000000000e+02, -2.850000000000000000e+02, 2.500000000000000000e+01, 0.000000000000000000e+00, 2.000000000000000000e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.000000000000000000e+00, 4.000000000000000000e+00, 2.000000000000000000e+00, 6.900000000000000000e+02, -2.850000000000000000e+02, 2.500000000000000000e+01
6.900000000000000000e+02, -2.850000000000000000e+02, 2.889089150958199781e+01, 0.000000000000000000e+00, 1.842726100638799380e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.000000000000000000e+00, 3.750000000000000000e+00, 2.250000000000000000e+00, 6.900000000000000000e+02, -2.850000000000000000e+02, 2.889089150958199781e+01
6.900000000000000000e+02, -2.850000000000000000e+02, 3.206968134185066788e+01, 0.000000000000000000e+00, 1.413936268370127891e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.000000000000000000e+00, 3.500000000000000000e+00, 2.500000000000000000e+00, 6.900000000000000000e+02, -2.850000000000000000e+02, 3.206968134185066788e+01
6.900000000000000000e+02, -2.850000000000000000e+02, 3.421363050319399690e+01, 0.000000000000000000e+00, 7.781783019163981407e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.000000000000000000e+00, 3.250000000000000000e+00, 2.750000000000000000e+00, 6.900000000000000000e+02, -2.850000000000000000e+02, 3.421363050319399690e+01
