Slice	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
6.748730722201652e+02	1.034143167938339e+03	1.584289185454512e+02	-2.411656480193264e-12	4.860821895020965e+01	2.109596088102340e+08	9.412667488213034e+06	2.193172311450584e+08	-4.662363592665401e+03	-1.687665592540465e+05	2.561281298666686e+03	1.758746884248821e+07
6.879756929377600e+02	1.034143167938339e+03	1.584289185454512e+02	-2.411656480193264e-12	4.860821895020965e+01	2.109596088102340e+08	9.412667488213034e+06	2.193172311450584e+08	-4.662363592665401e+03	-1.687665592540465e+05	2.561281298666686e+03	1.758746884248821e+07
7.010783136553547e+02	1.034143167938339e+03	1.584289185454512e+02	-2.411656480193264e-12	4.860821895020965e+01	2.109596088102340e+08	9.412667488213034e+06	2.193172311450584e+08	-4.662363592665401e+03	-1.687665592540465e+05	2.561281298666686e+03	1.758746884248821e+07
7.141809343729495e+02	1.034143167938339e+03	1.584289185454512e+02	-2.411656480193264e-12	4.860821895020965e+01	2.109596088102340e+08	9.412667488213034e+06	2.193172311450584e+08	-4.662363592665401e+03	-1.687665592540465e+05	2.561281298666686e+03	1.758746884248821e+07
7.272835550905443e+02	1.034143167938339e+03	1.584289185454512e+02	-2.411656480193264e-12	4.860821895020965e+01	2.109596088102340e+08	9.412667488213034e+06	2.193172311450584e+08	-4.662363592665401e+03	-1.687665592540465e+05	2.561281298666686e+03	1.758746884248821e+07
7.403861758081391e+02	1.034143167938339e+03	1.584289185454512e+02	-2.411656480193264e-12	4.860821895020965e+01	2.109596088102340e+08	9.412667488213034e+06	2.193172311450584e+08	-4.662363592665401e+03	-1.687665592540465e+05	2.561281298666686e+03	1.758746884248821e+07
7.534887965257338e+02	1.034143167938339e+03	1.584289185454512e+02	-2.411656480193264e-12	4.860821895020965e+01	2.109596088102340e+08	9.412667488213034e+06	2.193172311450584e+08	-4.662363592665401e+03	-1.687665592540465e+05	2.561281298666686e+03	1.758746884248821e+07
7.665914172433286e+02	1.034143167938339e+03	1.584289185454512e+02	-2.411656480193264e-12	4.860821895020965e+01	2.109596088102340e+08	9.412667488213034e+06	2.193172311450584e+08	-4.662363592665401e+03	-1.687665592540465e+05	2.561281298666686e+03	1.758746884248821e+07
7.796940379609234e+02	1.034143167938339e+03	1.584289185454512e+02	-2.411656480193264e-12	4.860821895020965e+01	2.109596088102340e+08	9.412667488213034e+06	2.193172311450584e+08	-4.662363592665401e+03	-1.687665592540465e+05	2.561281298666686e+03	1.758746884248821e+07
7.927966586785182e+02	1.034143167938339e+03	1.584289185454512e+02	-2.411656480193264e-12	4.860821895020965e+01	2.109596088102340e+08	9.412667488213034e+06	2.193172311450584e+08	-4.662363592665401e+03	-1.687665592540465e+05	2.561281298666686e+03	1.758746884248821e+07
8.058992793961130e+02	1.034143167938339e+03	1.584289185454512e+02	-2.411656480193264e-12	4.860821895020965e+01	2.109596088102340e+08	9.412667488213034e+06	2.193172311450584e+08	-4.662363592665401e+03	-1.687665592540465e+05	2.561281298666686e+03	1.758746884248821e+07
8.190019001137077e+02	1.034143167938339e+03	1.584289185454512e+02	-2.411656480193264e-12	4.860821895020965e+01	2.109596088102340e+08	9.412667488213034e+06	2.193172311450584e+08	-4.662363592665401e+03	-1.687665592540465e+05	2.561281298666686e+03	1.758746884248821e+07
8.321045208313026e+02	1.034143167938339e+03	1.584289185454512e+02	-2.411656480193264e-12	4.860821895020965e+01	2.109596088102340e+08	9.412667488213034e+06	2.193172311450584e+08	-4.662363592665401e+03	-1.687665592540465e+05	2.561281298666686e+03	1.758746884248821e+07
8.452071415488973e+02	1.034143167938339e+03	1.584289185454512e+02	-2.411656480193264e-12	4.860821895020965e+01	2.109596088102340e+08	9.412667488213034e+06	2.193172311450584e+08	-4.662363592665401e+03	-1.687665592540465e+05	2.561281298666686e+03	1.758746884248821e+07
8.583097622664920e+02	1.034143167938339e+03	1.584289185454512e+02	-2.411656480193264e-12	4.860821895020965e+01	2.109596088102340e+08	9.412667488213034e+06	2.193172311450584e+08	-4.662363592665401e+03	-1.687665592540465e+05	2.561281298666686e+03	1.758746884248821e+07
8.714123829840869e+02	1.034143167938339e+03	1.584289185454512e+02	-2.411656480193264e-12	4.860821895020965e+01	2.109596088102340e+08	9.412667488213034e+06	2.193172311450584e+08	-4.662363592665401e+03	-1.687665592540465e+05	2.561281298666686e+03	1.758746884248821e+07
8.845150037016816e+02	1.034143167938339e+03	1.584289185454512e+02	-2.411656480193264e-12	4.860821895020965e+01	2.109596088102340e+08	9.412667488213034e+06	2.193172311450584e+08	-4.662363592665401e+03	-1.687665592540465e+05	2.561281298666686e+03	1.758746884248821e+07
8.976176244192765e+02	1.034143167938339e+03	1.584289185454512e+02	-2.411656480193264e-12	4.860821895020965e+01	2.109596088102340e+08	9.412667488213034e+06	2.193172311450584e+08	-4.662363592665401e+03	-1.687665592540465e+05	2.561281298666686e+03	1.758746884248821e+07
9.107202451368712e+02	1.034143167938339e+03	1.584289185454512e+02	-2.411656480193264e-12	4.860821895020965e+01	2.109596088102340e+08	9.412667488213034e+06	2.193172311450584e+08	-4.662363592665401e+03	-1.687665592540465e+05	2.561281298666686e+03	1.758746884248821e+07
9.238228658544660e+02	1.034143167938339e+03	1.584289185454512e+02	-2.411656480193264e-12	4.860821895020965e+01	2.109596088102340e+08	9.412667488213034e+06	2.193172311450584e+08	-4.662363592665401e+03	-1.687665592540465e+05	2.561281298666686e+03	1.758746884248821e+07
9.369254865720608e+02	1.034143167938339e+03	1.584289185454512e+02	-2.411656480193264e-12	4.860821895020965e+01	2.109596088102340e+08	9.412667488213034e+06	2.193172311450584e+08	-4.662363592665401e+03	-1.687665592540465e+05	2.561281298666686e+03	1.758746884248821e+07
9.500281072896555e+02	1.034143167938339e+03	1.584289185454512e+02	-2.411656480193264e-12	4.860821895020965e+01	2.109596088102340e+08	9.412667488213034e+06	2.193172311450584e+08	-4.662363592665401e+03	-1.687665592540465e+05	2.561281298666686e+03	1.758746884248821e+07
9.631307280072504e+02	1.034143167938339e+03	1.584289185454512e+02	-2.411656480193264e-12	4.860821895020965e+01	2.109596088102340e+08	9.412667488213034e+06	2.193172311450584e+08	-4.662363592665401e+03	-1.687665592540465e+05	2.561281298666686e+03	1.758746884248821e+07
9.762333487248451e+02	1.034143167938339e+03	1.584289185454512e+02	-2.411656480193264e-12	4.860821895020965e+01	2.109596088102340e+08	9.412667488213034e+06	2.193172311450584e+08	-4.662363592665401e+03	-1.687665592540465e+05	2.561281298666686e+03	1.758746884248821e+07
9.893359694424399e+02	1.034143167938339e+03	1.584289185454512e+02	-2.411656480193264e-12	4.860821895020965e+01	2.109596088102340e+08	9.412667488213034e+06	2.193172311450584e+08	-4.662363592665401e+03	-1.687665592540465e+05	2.561281298666686e+03	1.758746884248821e+07
1.002438590160035e+03	1.034143167938339e+03	1.584289185454512e+02	-2.411656480193264e-12	4.860821895020965e+01	2.109596088102340e+08	9.412667488213034e+06	2.193172311450584e+08	-4.662363592665401e+03	-1.687665592540465e+05	2.561281298666686e+03	1.758746884248821e+07
1.015541210877629e+03	1.034143167938339e+03	1.584289185454512e+02	-2.411656480193264e-12	4.860821895020965e+01	2.109596088102340e+08	9.412667488213034e+06	2.193172311450584e+08	-4.662363592665401e+03	-1.687665592540465e+05	2.561281298666686e+03	1.758746884248821e+07
1.028643831595224e+03	1.034143167938339e+03	1.584289185454512e+02	-2.411656480193264e-12	4.860821895020965e+01	2.109596088102340e+08	9.412667488213034e+06	2.193172311450584e+08	-4.662363592665401e+03	-1.687665592540465e+05	2.561281298666686e+03	1.758746884248821e+07
1.041746452312819e+03	1.034143167938339e+03	1.584289185454512e+02	-2.411656480193264e-12	4.860821895020965e+01	2.109596088102340e+08	9.412667488213034e+06	2.193172311450584e+08	-4.662363592665401e+03	-1.687665592540465e+05	2.561281298666686e+03	1.758746884248821e+07
1.054849073030414e+03	1.034143167938339e+03	1.584289185454512e+02	-2.411656480193264e-12	4.860821895020965e+01	2.109596088102340e+08	9.412667488213034e+06	2.193172311450584e+08	-4.662363592665401e+03	-1.687665592540465e+05	2.561281298666686e+03	1.758746884248821e+07
1.067951693748009e+03	1.034143167938339e+03	1.584289185454512e+02	-2.411656480193264e-12	4.860821895020965e+01	2.109596088102340e+08	9.412667488213034e+06	2.193172311450584e+08	-4.662363592665401e+03	-1.687665592540465e+05	2.561281298666686e+03	1.758746884248821e+07
1.081054314465603e+03	1.034143167938339e+03	1.584289185454512e+02	-2.411656480193264e-12	4.860821895020965e+01	2.109596088102340e+08	9.412667488213034e+06	2.193172311450584e+08	-4.662363592665401e+03	-1.687665592540465e+05	2.561281298666686e+03	1.758746884248821e+07
1.094156935183198e+03	1.034143167938339e+03	1.584289185454512e+02	-2.411656480193264e-12	4.860821895020965e+01	2.109596088102340e+08	9.412667488213034e+06	2.193172311450584e+08	-4.662363592665401e+03	-1.687665592540465e+05	2.561281298666686e+03	1.758746884248821e+07
1.107259555900793e+03	1.037762814850751e+03	1.617383760031264e+02	-2.403041304139860e-12	4.843872475692257e+01	2.111806094248199e+08	1.266865535021367e+07	2.227771590010179e+08	-4.677928294149595e+03	-3.350797561985710e+05	2.568292484827562e+03	1.764902746344761e+07
1.120362176618388e+03	1.045853560459880e+03	1.691543103163623e+02	-2.385440063418352e-12	4.807048628792325e+01	2.117000588835667e+08	2.006491756769679e+07	2.306560258534233e+08	-4.709081129298293e+03	-7.014143629979393e+05	2.583989354079424e+03	1.778662517788858e+07
1.133464797335982e+03	1.056329621121879e+03	1.787177789127374e+02	-2.365157678906540e-12	4.762194498255364e+01	2.123915278819267e+08	2.973276063978883e+07	2.409704443867511e+08	-4.739784311006498e+03	-1.153782715127273e+06	2.605490577473332e+03	1.796478947486135e+07
1.146567418053577e+03	1.068486991962869e+03	1.897300861002479e+02	-2.336288318243828e-12	4.714717316893660e+01	2.132099698899120e+08	4.101655910968848e+07	2.530232238682576e+08	-4.785818959692391e+03	-1.639177589630208e+06	2.627978430143885e+03	1.817154748236118e+07
1.159670038771172e+03	1.081711457951254e+03	2.015880892863914e+02	-2.309004297241077e-12	4.669297988613994e+01	2.141142691438710e+08	5.333294537996060e+07	2.661905982015534e+08	-4.833259101485292e+03	-2.109892525714080e+06	2.651480767566271e+03	1.839645336651740e+07
1.172772659488767e+03	1.095579553799594e+03	2.138815650630117e+02	-2.275629244741527e-12	4.629270982262274e+01	2.150763883052256e+08	6.627808022223894e+07	2.800381869529207e+08	-4.880939552331432e+03	-2.530396441003506e+06	2.675018463065243e+03	1.863230533672727e+07
1.185875280206362e+03	1.109813547367805e+03	2.263479404487746e+02	-2.246435220128884e-12	4.596754361369350e+01	2.160787680252008e+08	7.958953617931925e+07	2.942809264672060e+08	-4.928559036763886e+03	-2.876668486695896e+06	2.697833123554898e+03	1.887438005727508e+07
1.198977900923956e+03	1.123794485160788e+03	2.384482658664149e+02	-2.213980772447206e-12	4.571657603636482e+01	2.170739459113692e+08	9.269158438958280e+07	3.082981561171304e+08	-4.975656161467175e+03	-3.147576085358631e+06	2.719532425775547e+03	1.911215110817616e+07
1.212080521641551e+03	1.137099821560626e+03	2.498408493909137e+02	-2.182848545466896e-12	4.551703573493884e+01	2.180254722248921e+08	1.051985138747516e+08	3.216743814127550e+08	-5.008990621321110e+03	-3.365908382528640e+06	2.739993685710999e+03	1.933843233946594e+07
1.225183142359146e+03	1.149350348714657e+03	2.602366849669368e+02	-2.156985150498658e-12	4.535657830225115e+01	2.189023701146307e+08	1.167681480626649e+08	3.340417644075614e+08	-5.043477298671148e+03	-3.543868381371418e+06	2.757815376233104e+03	1.954677463800389e+07
