WARNING: 2 open meshes merged
     Merged: Main Wing
     Merged: Tail Wing
...Mass Properties...
4 Num Comps
4 Total Num Meshes
2992 Total Num Tris

1.314994742804331e+03             Total Mass
3.027018053624117e+02 -3.030941289920938e-14 4.570619852366672e+01       Center of Gravity
2.467575063521984e+08 1.833033916513778e+08 4.280031515181089e+08       Ixx, Iyy, Izz
-6.057984678960358e+03 -4.866542006009120e+06 3.071731458249793e+03       Ixy, Ixz, Iyz
2.236385617014168e+07             Volume

Name	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
Main Wing	1.152237387995501e+03	1.672307927323238e+02	6.643440844903099e-13	4.948535623221589e+01	2.350586145392060e+08	1.162781239088083e+07	2.454908147187016e+08	-5.507699833691204e+03	-1.779806012843092e+05	2.810044130107123e+03	1.959587394553560e+07
Tail Wing	1.256424129320911e+02	1.256684405651560e+03	-8.323275071248376e-14	-6.374435907358937e-16	8.147713154578659e+06	3.103750499757409e+05	8.453806556104109e+06	-5.248475034693267e+02	-3.320869744390764e+01	2.659061388750146e+02	2.136775730136396e+06
Vertical Wing Right	1.855747093797010e+01	1.278968724164521e+03	2.900000000000016e+02	8.310758436516565e+01	4.950309763601640e+04	8.444730898249360e+04	3.587518919190019e+04	7.568942641083398e+00	1.227404557156470e+04	1.658922656737257e+00	3.156032472443845e+05
Vertical Wing Left	1.855747093796997e+01	1.278968724164531e+03	-2.899999999999997e+02	8.310758436516612e+01	4.945980318613366e+04	8.444925854821877e+04	3.582994517629301e+04	-3.300628453280868e+01	1.227515999181387e+04	-5.877733386822712e+00	3.156032472443911e+05
Name	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
Totals	1.314994742804331e+03	3.027018053624117e+02	-3.030941289920938e-14	4.570619852366672e+01	2.467575063521984e+08	1.833033916513778e+08	4.280031515181089e+08	-6.057984678960358e+03	-4.866542006009120e+06	3.071731458249793e+03	2.236385617014168e+07

...Filling Mass Properties (Volume Only -- No Shell or Point Mass)...
100 Num Slice

Slice	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
6.986515137564782e+00	2.001816083147139e+01	6.986515137564917e+00	-5.610579952159339e-13	3.968946352948408e+01	5.026944232219405e+06	1.128629853431984e+04	5.017243390404251e+06	-8.554104731118549e+01	-5.497177998037505e+00	4.762641163481194e+01	3.404449120998602e+05
2.077354541084474e+01	5.533264710423165e+01	1.578569458782279e+01	2.553531248663856e-13	4.154509622037373e+01	1.388558568183664e+07	3.478514908353712e+04	1.386003991769657e+07	-2.525745517590331e+02	4.962539321481557e+02	1.332065003961860e+02	9.410314133372449e+05
3.456057568412469e+01	9.979991074532107e+01	2.415110875808010e+01	3.806082658840941e-13	4.292975083637552e+01	2.489843247775447e+07	7.101381929424973e+04	2.485756094459542e+07	-4.667173409533232e+02	1.921455726067708e+03	2.421313053615098e+02	1.697277393627826e+06
4.834760595740465e+01	1.502468438552171e+02	3.227533316364841e+01	2.607379368908242e-13	4.415030838545868e+01	3.731778287746308e+07	1.228427374139974e+05	3.726831475802332e+07	-7.117529659190850e+02	4.853718642959214e+03	3.666361436971843e+02	2.555218432911688e+06
6.213463623068461e+01	2.048491752859480e+02	4.023429887625758e+01	4.787508530450222e-13	4.519892506352499e+01	5.063825795685804e+07	1.943943764244880e+05	5.059297482846350e+07	-9.785575536498000e+02	9.541624484292504e+03	5.017967743103273e+02	3.483829511665528e+06
7.592166650396456e+01	2.621026486271006e+02	4.802981625004809e+01	7.493861119467193e-13	4.613218759043392e+01	6.446119571493670e+07	2.893101262095453e+05	6.443951005778579e+07	-1.259376100453649e+03	1.634694182295102e+04	6.436597691744712e+02	4.457528037875507e+06
8.970869677724453e+01	3.211100981293602e+02	5.568876080628230e+01	8.464345264405816e-13	4.695829343085153e+01	7.854765860210727e+07	4.123628544855466e+05	7.857492850228575e+07	-1.549317649308025e+03	2.535356580904188e+04	7.899883552896503e+02	5.461056090634922e+06
1.034957270505245e+02	3.807758076600037e+02	6.317987895005356e+01	8.305467637694310e-13	4.769117977368091e+01	9.263924063104723e+07	5.671023094099266e+05	9.274649345354164e+07	-1.842613491159867e+03	3.658624016991101e+04	9.380693902548852e+02	6.475779041836236e+06
1.172827573238044e+02	4.405420959220988e+02	7.051976372979823e+01	8.266498690460553e-13	4.834330530132333e+01	1.065771311835520e+08	7.577610823010637e+05	1.068008776973825e+08	-2.137050366393384e+03	5.000258387885588e+04	1.085978808992469e+03	7.492212515681289e+06
1.310697875970844e+02	4.998137427258565e+02	7.770023781810285e+01	9.579884463050647e-13	4.891335327193035e+01	1.201906401175563e+08	9.878034924958039e+05	1.205721145048047e+08	-2.428682953783280e+03	6.519053158804183e+04	1.232705317571464e+03	8.500233719826730e+06
1.448568178703644e+02	5.579451295666238e+02	8.469717161507548e+01	9.919785022965625e-13	4.940878624826907e+01	1.333486353193260e+08	1.259635323172651e+06	1.339325970388576e+08	-2.714407311634676e+03	8.180252166085398e+04	1.376507790030155e+03	9.488862747730840e+06
1.586438481436443e+02	6.145701509764249e+02	9.151044123931825e+01	9.680564016175767e-13	4.983670629451162e+01	1.459537315882591e+08	1.575771207575757e+06	1.467882484954101e+08	-2.992171733902716e+03	9.944060527724923e+04	1.516789533815132e+03	1.045187331592464e+07
1.724308784169243e+02	6.693348749752751e+02	9.813132052349077e+01	9.604079895687947e-13	5.019649006407582e+01	1.578935202396247e+08	1.937710142418189e+06	1.590289653015107e+08	-3.259997456827701e+03	1.173165758880078e+05	1.651999545396226e+03	1.138324617304786e+07
1.862179086902042e+02	7.218789133493208e+02	1.045429568565112e+02	9.961469451136664e-13	5.049183700659330e+01	1.690962631490975e+08	2.345836042815814e+06	1.705837966358027e+08	-3.516359572320761e+03	1.347142101891473e+05	1.781565035773635e+03	1.227685226784448e+07
2.000049389634842e+02	7.718456456031604e+02	1.107228495948218e+02	1.024220030651655e-12	5.072566717209698e+01	1.794889683040214e+08	2.798997746184338e+06	1.813790349352056e+08	-3.759147020567998e+03	1.508129028337091e+05	1.904951356705829e+03	1.312662662590290e+07
2.137919692367641e+02	8.190352837320000e+02	1.166612927300185e+02	9.812012010341058e-13	5.090104340663244e+01	1.890132869074606e+08	3.295794215673264e+06	1.913551418240486e+08	-3.987648910422435e+03	1.647505646068948e+05	2.020785654853384e+03	1.392917149203956e+07
2.275789995100441e+02	8.632517719895039e+02	1.223425917884450e+02	9.352477356388602e-13	5.102031937457340e+01	1.976218044239414e+08	3.833323273582358e+06	2.004618733517926e+08	-4.200771933265462e+03	1.755730575657263e+05	2.128799569198308e+03	1.468115258485420e+07
2.413660297833241e+02	9.042866892071816e+02	1.277436631338228e+02	9.412692633676087e-13	5.108589491629284e+01	2.052752051202757e+08	4.406754972489447e+06	2.086549822003855e+08	-4.397941979133061e+03	1.822985535613796e+05	2.228600632956933e+03	1.537902532665139e+07
2.551530600566040e+02	9.419527429147313e+02	1.328384083038312e+02	8.896480852814033e-13	5.110093444192908e+01	2.119472938594489e+08	5.009433881284343e+06	2.159013534918195e+08	-4.576718328522595e+03	1.840202087885871e+05	2.320495056036169e+03	1.601960447133757e+07
2.689400903298840e+02	9.761564337650073e+02	1.376072954362626e+02	8.248288949213739e-13	5.106964812872807e+01	2.176221279726798e+08	5.633869215252775e+06	2.221772167973032e+08	-4.737218860913087e+03	1.799992528354306e+05	2.403217083919035e+03	1.660129989396128e+07
2.827271206031639e+02	1.006829606555048e+03	1.420283865957045e+02	7.461547071509239e-13	5.099667348594494e+01	2.223009496871460e+08	6.270828196135824e+06	2.274740893357397e+08	-4.879981317366703e+03	1.696527819986581e+05	2.476608508948999e+03	1.712295249243134e+07
2.965141508764439e+02	1.033921724953517e+03	1.460764170372353e+02	7.245833627771803e-13	5.088729183370571e+01	2.260007373310357e+08	6.909073250088594e+06	2.317970457670480e+08	-5.004618431980983e+03	1.526316774019900e+05	2.540665224937222e+03	1.758370280533044e+07
3.103011811497238e+02	1.057454282343643e+03	1.497310702462537e+02	7.182115669523090e-13	5.074916819632458e+01	2.287880013773429e+08	7.536608645997298e+06	2.351997259311381e+08	-5.110927485526497e+03	1.291722079925822e+05	2.596634355737644e+03	1.798391636638702e+07
3.240882114230038e+02	1.077654638659016e+03	1.529993495739269e+02	7.041150402968222e-13	5.059386784585959e+01	2.308394548255274e+08	8.145028260502663e+06	2.378495357292674e+08	-5.201696765950879e+03	1.005330515110378e+05	2.644224077674922e+03	1.832745984113826e+07
3.378752416962838e+02	1.094764977140955e+03	1.558888182337898e+02	6.846938514615953e-13	5.043090715966948e+01	2.323120234462099e+08	8.725732965437733e+06	2.398941061357642e+08	-5.277874936357965e+03	6.806121312502421e+04	2.683808704945318e+03	1.861845199219166e+07
3.516622719695637e+02	1.109027481030780e+03	1.584065373103592e+02	6.788307285148898e-13	5.026790385032025e+01	2.333387266508792e+08	9.269846076955788e+06	2.414570507501346e+08	-5.340017025739115e+03	3.312146405859409e+04	2.716543755419354e+03	1.886101158215467e+07
3.654493022428437e+02	1.120688621107157e+03	1.605608865543920e+02	6.750957415566575e-13	5.011139213298877e+01	2.340303979561348e+08	9.768663678273080e+06	2.426401746391720e+08	-5.389551407807367e+03	-2.819296773628501e+03	2.743063983132645e+03	1.905933029093661e+07
3.792363325161236e+02	1.130014294276388e+03	1.623655502205989e+02	6.733910219134126e-13	4.996700179161897e+01	2.344775039388779e+08	1.021477468904134e+07	2.435264355375996e+08	-5.428161866296279e+03	-3.820708777605333e+04	2.764103139772376e+03	1.921793017476707e+07
3.930233627894036e+02	1.137271769314034e+03	1.638374880301217e+02	6.704264670902746e-13	4.983876151497628e+01	2.347522585088595e+08	1.060199564454624e+07	2.441818551961390e+08	-5.457355526160754e+03	-7.163438425064628e+04	2.780109697143059e+03	1.934135662098554e+07
4.068103930626835e+02	1.142724762032740e+03	1.649969356294092e+02	6.675273588699619e-13	4.972954841572472e+01	2.349107631304626e+08	1.092563337669588e+07	2.446579255254123e+08	-5.478091977999071e+03	-1.018141554784037e+05	2.791777822740663e+03	1.943409459239209e+07
4.205974233359635e+02	1.146641560071915e+03	1.658700380215801e+02	6.650932592373731e-13	4.964135793712457e+01	2.349950364369102e+08	1.118349743542738e+07	2.449946782380779e+08	-5.492458478356307e+03	-1.275738822515955e+05	2.800097622637242e+03	1.950070680394270e+07
4.343844536092434e+02	1.149291804717507e+03	1.664892270641317e+02	6.635226354360774e-13	4.957447632507223e+01	2.350352343679115e+08	1.137650569289466e+07	2.452233617799924e+08	-5.500663098239380e+03	-1.481666099521519e+05	2.805311472626118e+03	1.954577899179290e+07
4.481714838825234e+02	1.150931267909391e+03	1.668904740410249e+02	6.624996359825851e-13	4.952827471717310e+01	2.350517246852195e+08	1.150820296939094e+07	2.453680801356325e+08	-5.505812739853918e+03	-1.631240300728388e+05	2.808328936134576e+03	1.957366101886575e+07
4.619585141558034e+02	1.151813877079742e+03	1.671165780698659e+02	6.620078431496574e-13	4.950050637184388e+01	2.350571626185582e+08	1.158618476356431e+07	2.454491774064291e+08	-5.507490807280494e+03	-1.725543718326940e+05	2.809532240345710e+03	1.958867137890572e+07
4.757455444290833e+02	1.152172496011245e+03	1.672126402398359e+02	6.618190143852624e-13	4.948791094252712e+01	2.350584563309549e+08	1.162093501702676e+07	2.454840462293159e+08	-5.507617909211753e+03	-1.770318504462242e+05	2.810010523542856e+03	1.959477034032585e+07
4.895325747023633e+02	1.152237387996297e+03	1.672307927321845e+02	6.617908699061021e-13	4.948535623217715e+01	2.350586145392058e+08	1.162781239087916e+07	2.454908147187085e+08	-5.507699833707511e+03	-1.779806012845392e+05	2.810044130101369e+03	1.959587394551381e+07
5.033196049756432e+02	1.152237387996297e+03	1.672307927321845e+02	6.617908699061021e-13	4.948535623217715e+01	2.350586145392058e+08	1.162781239087916e+07	2.454908147187085e+08	-5.507699833707511e+03	-1.779806012845392e+05	2.810044130101369e+03	1.959587394551381e+07
5.171066352489232e+02	1.152237387996297e+03	1.672307927321845e+02	6.617908699061021e-13	4.948535623217715e+01	2.350586145392058e+08	1.162781239087916e+07	2.454908147187085e+08	-5.507699833707511e+03	-1.779806012845392e+05	2.810044130101369e+03	1.959587394551381e+07
5.308936655222032e+02	1.152237387996297e+03	1.672307927321845e+02	6.617908699061021e-13	4.948535623217715e+01	2.350586145392058e+08	1.162781239087916e+07	2.454908147187085e+08	-5.507699833707511e+03	-1.779806012845392e+05	2.810044130101369e+03	1.959587394551381e+07
5.446806957954831e+02	1.152237387996297e+03	1.672307927321845e+02	6.617908699061021e-13	4.948535623217715e+01	2.350586145392058e+08	1.162781239087916e+07	2.454908147187085e+08	-5.507699833707511e+03	-1.779806012845392e+05	2.810044130101369e+03	1.959587394551381e+07
5.584677260687630e+02	1.152237387996297e+03	1.672307927321845e+02	6.617908699061021e-13	4.948535623217715e+01	2.350586145392058e+08	1.162781239087916e+07	2.454908147187085e+08	-5.507699833707511e+03	-1.779806012845392e+05	2.810044130101369e+03	1.959587394551381e+07
5.722547563420430e+02	1.152237387996297e+03	1.672307927321845e+02	6.617908699061021e-13	4.948535623217715e+01	2.350586145392058e+08	1.162781239087916e+07	2.454908147187085e+08	-5.507699833707511e+03	-1.779806012845392e+05	2.810044130101369e+03	1.959587394551381e+07
5.860417866153230e+02	1.152237387996297e+03	1.672307927321845e+02	6.617908699061021e-13	4.948535623217715e+01	2.350586145392058e+08	1.162781239087916e+07	2.454908147187085e+08	-5.507699833707511e+03	-1.779806012845392e+05	2.810044130101369e+03	1.959587394551381e+07
5.998288168886029e+02	1.152237387996297e+03	1.672307927321845e+02	6.617908699061021e-13	4.948535623217715e+01	2.350586145392058e+08	1.162781239087916e+07	2.454908147187085e+08	-5.507699833707511e+03	-1.779806012845392e+05	2.810044130101369e+03	1.959587394551381e+07
6.136158471618828e+02	1.152237387996297e+03	1.672307927321845e+02	6.617908699061021e-13	4.948535623217715e+01	2.350586145392058e+08	1.162781239087916e+07	2.454908147187085e+08	-5.507699833707511e+03	-1.779806012845392e+05	2.810044130101369e+03	1.959587394551381e+07
6.274028774351628e+02	1.152237387996297e+03	1.672307927321845e+02	6.617908699061021e-13	4.948535623217715e+01	2.350586145392058e+08	1.162781239087916e+07	2.454908147187085e+08	-5.507699833707511e+03	-1.779806012845392e+05	2.810044130101369e+03	1.959587394551381e+07
6.411899077084428e+02	1.152237387996297e+03	1.672307927321845e+02	6.617908699061021e-13	4.948535623217715e+01	2.350586145392058e+08	1.162781239087916e+07	2.454908147187085e+08	-5.507699833707511e+03	-1.779806012845392e+05	2.810044130101369e+03	1.959587394551381e+07
6.549769379817227e+02	1.152237387996297e+03	1.672307927321845e+02	6.617908699061021e-13	4.948535623217715e+01	2.350586145392058e+08	1.162781239087916e+07	2.454908147187085e+08	-5.507699833707511e+03	-1.779806012845392e+05	2.810044130101369e+03	1.959587394551381e+07
6.687639682550027e+02	1.152237387996297e+03	1.672307927321845e+02	6.617908699061021e-13	4.948535623217715e+01	2.350586145392058e+08	1.162781239087916e+07	2.454908147187085e+08	-5.507699833707511e+03	-1.779806012845392e+05	2.810044130101369e+03	1.959587394551381e+07
6.825509985282827e+02	1.152237387996297e+03	1.672307927321845e+02	6.617908699061021e-13	4.948535623217715e+01	2.350586145392058e+08	1.162781239087916e+07	2.454908147187085e+08	-5.507699833707511e+03	-1.779806012845392e+05	2.810044130101369e+03	1.959587394551381e+07
6.963380288015626e+02	1.152237387996297e+03	1.672307927321845e+02	6.617908699061021e-13	4.948535623217715e+01	2.350586145392058e+08	1.162781239087916e+07	2.454908147187085e+08	-5.507699833707511e+03	-1.779806012845392e+05	2.810044130101369e+03	1.959587394551381e+07
7.101250590748425e+02	1.152237387996297e+03	1.672307927321845e+02	6.617908699061021e-13	4.948535623217715e+01	2.350586145392058e+08	1.162781239087916e+07	2.454908147187085e+08	-5.507699833707511e+03	-1.779806012845392e+05	2.810044130101369e+03	1.959587394551381e+07
7.239120893481225e+02	1.152237387996297e+03	1.672307927321845e+02	6.617908699061021e-13	4.948535623217715e+01	2.350586145392058e+08	1.162781239087916e+07	2.454908147187085e+08	-5.507699833707511e+03	-1.779806012845392e+05	2.810044130101369e+03	1.959587394551381e+07
7.376991196214025e+02	1.152237387996297e+03	1.672307927321845e+02	6.617908699061021e-13	4.948535623217715e+01	2.350586145392058e+08	1.162781239087916e+07	2.454908147187085e+08	-5.507699833707511e+03	-1.779806012845392e+05	2.810044130101369e+03	1.959587394551381e+07
7.514861498946824e+02	1.152237387996297e+03	1.672307927321845e+02	6.617908699061021e-13	4.948535623217715e+01	2.350586145392058e+08	1.162781239087916e+07	2.454908147187085e+08	-5.507699833707511e+03	-1.779806012845392e+05	2.810044130101369e+03	1.959587394551381e+07
7.652731801679623e+02	1.152237387996297e+03	1.672307927321845e+02	6.617908699061021e-13	4.948535623217715e+01	2.350586145392058e+08	1.162781239087916e+07	2.454908147187085e+08	-5.507699833707511e+03	-1.779806012845392e+05	2.810044130101369e+03	1.959587394551381e+07
7.790602104412424e+02	1.152237387996297e+03	1.672307927321845e+02	6.617908699061021e-13	4.948535623217715e+01	2.350586145392058e+08	1.162781239087916e+07	2.454908147187085e+08	-5.507699833707511e+03	-1.779806012845392e+05	2.810044130101369e+03	1.959587394551381e+07
7.928472407145223e+02	1.152237387996297e+03	1.672307927321845e+02	6.617908699061021e-13	4.948535623217715e+01	2.350586145392058e+08	1.162781239087916e+07	2.454908147187085e+08	-5.507699833707511e+03	-1.779806012845392e+05	2.810044130101369e+03	1.959587394551381e+07
