timestamp|hash|N_laps|objective_3|M3_max_speed|mission3_climb_thrust_ratio|mission3_turn_thrust_ratio|mission3_level_thrust_ratio|phase|final_time|m_x1|x1_time_margin|throttle_takeoff|max_climb_angle|max_load|h_flap_transition|number_of_motor|min_battery_voltage|score_weight_ratio|M2_propeller_data_path|M3_propeller_data_path|battery_data_path|Kv|R|number_of_battery|n_cell|battery_Wh|max_current|max_power|m_empty|resultID
2025-02-08 09:18:45|'4840956660857238518'|8|12.671506352087114|24.0|0.9|0.4|0.5|61|276.0999999999943|200|10|0.9|40|30|5|2|21.8|0.5|data/propDataCSV/PER3_8x6E.csv|data/propDataCSV/PER3_8x6E.csv|data/batteryDataCSV/Maxamps_2250mAh_6S.csv|109.91|0.062|2|6|49.95|60|1332|4679.025196599798|'7557963976732353739'
