m_empty|m_boom|m_wing|Lw|Lh|span|AR|taper|twist|Sref|alpha_list|AOA_stall|AOA_takeoff_max|AOA_climb_max|AOA_turn_max|CL|CD_wing|CD_fuse|CD_total|CL_flap_max|CL_flap_zero|CD_flap_max|CD_flap_zero|max_load|aircraft.m_fuselage|aircraft.wing_area_blocked_by_fuselage|aircraft.wing_density|aircraft.mainwing_span|aircraft.mainwing_AR|aircraft.mainwing_taper|aircraft.mainwing_twist|aircraft.mainwing_sweepback|aircraft.mainwing_dihedral|aircraft.mainwing_incidence|aircraft.flap_start|aircraft.flap_end|aircraft.flap_angle|aircraft.flap_c_ratio|aircraft.horizontal_volume_ratio|aircraft.horizontal_area_ratio|aircraft.horizontal_AR|aircraft.horizontal_taper|aircraft.horizontal_ThickChord|aircraft.vertical_volume_ratio|aircraft.vertical_taper|aircraft.vertical_ThickChord|aircraft.mainwing_airfoil_datapath|aircraft.horizontal_airfoil_datapath|aircraft.vertical_airfoil_datapath|hash
4679.025196599798|282.43045379546703|1696.5947428043307|-17.9166666666667|1102.083333333333|1800.0|4.4658174442774685|0.6|0.0|719999.9999999999|[-3.0, -2.0, -1.0, 0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0]|13|10|8|8|[0.2085528257560045, 0.2842815339901935, 0.35509793525476635, 0.4299925567548954, 0.504497159648879, 0.5811641390158265, 0.6575602269520153, 0.7337712731811695, 0.8134266607134171, 0.8904040911336286, 0.9673141474777938, 1.044682539681646, 1.121233602422975, 1.1983787106317954]|[0.019461973301708, 0.022123290841462223, 0.025455984651393333, 0.029613057645316444, 0.03473893290003733, 0.04088532390061467, 0.047934314994987556, 0.055853663932836, 0.0649132318426511, 0.07466243889430665, 0.08527787836645778, 0.09679357953141955, 0.10910555189938755, 0.12237583706186221]|[0.04080384319079216, 0.03984745829976982, 0.03992495360488355, 0.03871994889086666, 0.03992495360488356, 0.03984745829976982, 0.04080384319079215, 0.04289097361246997, 0.04452396197757243, 0.04684061929393869, 0.051720268620280306, 0.05826858876411155, 0.06796253560863479, 0.0817770546956785]|[0.06026581649250016, 0.061970749141232045, 0.06538093825627689, 0.0683330065361831, 0.0746638865049209, 0.08073278220038449, 0.08873815818577971, 0.09874463754530596, 0.10943719382022353, 0.12150305818824535, 0.1369981469867381, 0.1550621682955311, 0.17706808750802233, 0.2041528917575407]|1.4650262902433573|0.7194094727565697|0.2738950715895367|0.1023139973353853|30|2500|72640|5.88e-05|1800.0|4.5|0.6|0.0|0|5.0|0.0|[0.182, 0.402]|[0.335, 0.628]|[20.0, 20.0]|[0.35, 0.35]|0.7|0.25|4.0|1|8|0.053|0.6|9|data/airfoilDAT/e216.dat|data/airfoilDAT/naca0008.dat|data/airfoilDAT/naca0009.dat|'4840956660857238518'
4536.748603208704|267.2331558955419|1569.5154473131613|-23.28947368421055|1037.7631578947369|1800.0|4.713918413403994|0.6|0.0|682105.2631578947|[-3.0, -2.0, -1.0, 0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0]|13|10|8|8|[0.21251914873496935, 0.2921158838389664, 0.35931281341350324, 0.42697173241636305, 0.5073241939766392, 0.5821635685512142, 0.65956666017055, 0.7355752754804598, 0.8136410574690436, 0.8902567754575148, 0.9670286881219536, 1.0438618594921236, 1.1209204802208879, 1.1986361684346707]|[0.01957326607177921, 0.022291071318588766, 0.025472484410049654, 0.029337908730605013, 0.03402238179276837, 0.03974087074914684, 0.04648668853789096, 0.05402828280110427, 0.06258248266890745, 0.07186914296842777, 0.08200700564048928, 0.09298601754334934, 0.10482611431064288, 0.11759588771912476]|[0.04307072336805839, 0.04206120598309036, 0.042143006582932636, 0.04087105716258148, 0.04214300658293264, 0.04206120598309036, 0.04307072336805838, 0.04527380547982941, 0.04699751542077089, 0.04944287592137973, 0.05459361687696254, 0.06150573258433996, 0.07173823203133672, 0.08632022440099396]|[0.0626439894398376, 0.06435227730167913, 0.0676154909929823, 0.0702089658931865, 0.07616538837570101, 0.0818020767322372, 0.08955741190594935, 0.09930208828093368, 0.10957999808967833, 0.1213120188898075, 0.1366006225174518, 0.1544917501276893, 0.1765643463419796, 0.20391611212011873]|1.4707509015817153|0.6982024136553093|0.2732464519537864|0.1009361998935351|30|2500|72640|5.88e-05|1800.0|4.75|0.6|0.0|0|5.0|0.0|[0.182, 0.402]|[0.335, 0.628]|[20.0, 20.0]|[0.35, 0.35]|0.7|0.25|4.0|1|8|0.053|0.6|9|data/airfoilDAT/e216.dat|data/airfoilDAT/naca0008.dat|data/airfoilDAT/naca0009.dat|'2613925579879760336'
