timestamp|hash|fuel_weight|flight_time|objective_2|MTOW|M2_max_speed|mission2_climb_thrust_ratio|mission2_turn_thrust_ratio|mission2_level_thrust_ratio|m_x1|x1_time_margin|throttle_takeoff|max_climb_angle|max_load|h_flap_transition|number_of_motor|min_battery_voltage|score_weight_ratio|M2_propeller_data_path|M3_propeller_data_path|battery_data_path|Kv|R|number_of_battery|n_cell|battery_Wh|max_current|max_power|m_empty|resultID
2025-02-08 09:18:45|'4840956660857238518'|3.320974803400202|22|0.3327012939406384|8.0|34.0|0.9|0.7|0.9|200|10|0.9|40|30|5|2|21.8|0.5|data/propDataCSV/PER3_8x6E.csv|data/propDataCSV/PER3_8x6E.csv|data/batteryDataCSV/Maxamps_2250mAh_6S.csv|109.91|0.062|2|6|49.95|60|1332|4679.025196599798|'5571618097855249217'
2025-02-08 09:18:45|'4840956660857238518'|3.5209748034002013|22|0.352737657577002|8.2|34.0|0.9|0.7|0.9|200|10|0.9|40|30|5|2|21.8|0.5|data/propDataCSV/PER3_8x6E.csv|data/propDataCSV/PER3_8x6E.csv|data/batteryDataCSV/Maxamps_2250mAh_6S.csv|109.91|0.062|2|6|49.95|60|1332|4679.025196599798|'1536750477831886943'
2025-02-08 09:18:18|'2613925579879760336'|3.4632513967912963|22|0.3469548217512735|8.0|34.0|0.9|0.7|0.9|200|10|0.9|40|30|5|2|21.8|0.5|data/propDataCSV/PER3_8x6E.csv|data/propDataCSV/PER3_8x6E.csv|data/batteryDataCSV/Maxamps_2250mAh_6S.csv|109.91|0.062|2|6|49.95|60|1332|4536.748603208704|'1682788568002140957'
2025-02-08 09:18:19|'2613925579879760336'|3.663251396791296|22|0.3669911853876371|8.2|34.0|0.9|0.7|0.9|200|10|0.9|40|30|5|2|21.8|0.5|data/propDataCSV/PER3_8x6E.csv|data/propDataCSV/PER3_8x6E.csv|data/batteryDataCSV/Maxamps_2250mAh_6S.csv|109.91|0.062|2|6|49.95|60|1332|4536.748603208704|'14551070392607213003'
