mission,N_laps,position,velocity,acceleration,time,throttle,thrust,loadfactor,AOA,climb_pitch_angle,bank_angle,phase,battery_SoC,battery_voltage,Amps,motor_input_power
0,3,[-5.34382637  0.18246689 76.41937156],[-24.99810777   0.           0.        ],[-0.01892225  0.          0.        ],77.79999999999986,0.581085499213824,1.4628233657879866,0.9998486276923205,2.9741021738787876,,,17,72.58288300681536,23.322,20.080728792586253,0
0,3,[-7.84378573  0.18246689 76.41937156],[-24.9995936   0.          0.       ],[-0.00406398  0.          0.        ],77.89999999999985,0.5784907333384223,1.469919838749917,0.9999674884332456,2.9741021738787876,,,17,72.55685952406323,23.322,20.064928687479746,0
0,3,[-10.34374441   0.18246689  76.41937156],[-24.99958678   0.           0.        ],[-0.00413215  0.          0.        ],77.99999999999984,0.5785015050784947,1.4698872783624513,0.9999669430545264,2.9741021738787876,,,17,72.53083593276995,23.31687263136124,20.065012376124812,0
0,3,[-12.84370309   0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],78.09999999999984,0.5786286678335772,1.4698874277443348,0.9999669455566369,2.9741021738787876,,,17,72.50481806329155,23.316000000000003,20.06501199183517,0
0,3,[-15.34366177   0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],78.19999999999983,0.5786503239843113,1.4698874270589941,0.9999669455451574,2.9741021738787876,,,17,72.47880116752674,23.316000000000003,20.065011993598223,0
0,3,[-17.84362045   0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],78.29999999999983,0.5786503239832707,1.4698874270621383,0.9999669455452105,2.974102173878787,,,17,72.45278427176196,23.316000000000003,20.065011993590137,0
0,3,[-20.34357914   0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],78.39999999999982,0.5786503239832753,1.4698874270621236,0.99996694554521,2.9741021738787876,,,17,72.42676737599717,23.316000000000003,20.06501199359017,0
0,3,[-22.84353782   0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],78.49999999999982,0.5786503239832754,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,72.40075048023238,23.316000000000003,20.065011993590172,0
0,3,[-25.3434965    0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],78.59999999999981,0.5786503239832754,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,72.37473358446759,23.31476809490516,20.065011993590172,0
0,3,[-27.84345518   0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],78.6999999999998,0.5786808986936627,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,72.34871806331022,23.310583519249214,20.065011993590172,0
0,3,[-30.34341386   0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],78.7999999999998,0.5787847800057385,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,72.3227072114644,23.31593294611364,20.065011993590172,0
0,3,[-32.84337254   0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],78.89999999999979,0.578651988113686,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,72.29669039052094,23.310715039409104,20.065011993590172,0
0,3,[-35.34333123   0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],78.99999999999979,0.5787815144745577,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,72.27067939191983,23.31,20.065011993590172,0
0,3,[-37.84328991   0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],79.09999999999978,0.5787992687256135,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,72.2446691911874,23.31,20.065011993590172,0
0,3,[-40.34324859   0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],79.19999999999978,0.5787992687256135,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,72.21865899045497,23.31,20.065011993590172,0
0,3,[-42.84320727   0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],79.29999999999977,0.5787992687256135,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,72.19264878972254,23.31,20.065011993590172,0
0,3,[-45.34316595   0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],79.39999999999976,0.5787992687256135,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,72.1666385889901,23.31,20.065011993590172,0
0,3,[-47.84312463   0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],79.49999999999976,0.5787992687256135,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,72.14062838825767,23.31,20.065011993590172,0
0,3,[-50.34308332   0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],79.59999999999975,0.5787992687256135,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,72.11461818752524,23.31,20.065011993590172,0
0,3,[-52.843042     0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],79.69999999999975,0.5787992687256135,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,72.0886079867928,23.31,20.065011993590172,0
0,3,[-55.34300068   0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],79.79999999999974,0.5787992687256135,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,72.06259778606037,23.31,20.065011993590172,0
0,3,[-57.84295936   0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],79.89999999999974,0.5787992687256135,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,72.03658758532792,23.31,20.065011993590172,0
0,3,[-60.34291804   0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],79.99999999999973,0.5787992687256135,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,72.01057738459549,23.31,20.065011993590172,0
0,3,[-62.84287672   0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],80.09999999999972,0.5787992687256135,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.98456718386306,23.31,20.065011993590172,0
0,3,[-65.3428354    0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],80.19999999999972,0.5787992687256135,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.95855698313063,23.31,20.065011993590172,0
0,3,[-67.84279409   0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],80.29999999999971,0.5787992687256135,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.9325467823982,23.30560873370726,20.065011993590172,0
0,3,[-70.34275277   0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],80.39999999999971,0.5789083266673329,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.90654148161077,23.298000000000002,20.065011993590172,0
0,3,[-72.84271145   0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],80.4999999999997,0.5790973883592605,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.88054467094305,23.298000000000002,20.065011993590172,0
0,3,[-75.34267013   0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],80.5999999999997,0.5790973883592605,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.85454786027535,23.298000000000002,20.065011993590172,0
0,3,[-77.84262881   0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],80.69999999999969,0.5790973883592605,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.82855104960764,23.298000000000002,20.065011993590172,0
0,3,[-80.34258749   0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],80.79999999999968,0.5790973883592605,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.80255423893993,23.298000000000002,20.065011993590172,0
0,3,[-82.84254618   0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],80.89999999999968,0.5790973883592605,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.77655742827223,23.298000000000002,20.065011993590172,0
0,3,[-85.34250486   0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],80.99999999999967,0.5790973883592605,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.75056061760452,23.2943469895903,20.065011993590172,0
0,3,[-87.84246354   0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],81.09999999999967,0.5791882021858448,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.7245678831073,23.292,20.065011993590172,0
0,3,[-90.34242222   0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],81.19999999999966,0.5792465633691418,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.69857776747195,23.292,20.065011993590172,0
0,3,[-92.8423809    0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],81.29999999999966,0.5792465633691418,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.67258765183661,23.292,20.065011993590172,0
0,3,[-95.34233958   0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],81.39999999999965,0.5792465633691418,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.64659753620126,23.292,20.065011993590172,0
0,3,[-97.84229827   0.18246689  76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],81.49999999999964,0.5792465633691418,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.6206074205659,23.292,20.065011993590172,0
0,3,[-100.34225695    0.18246689   76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],81.59999999999964,0.5792465633691418,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.59461730493055,23.292,20.065011993590172,0
0,3,[-102.84221563    0.18246689   76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],81.69999999999963,0.5792465633691418,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.56862718929521,23.292,20.065011993590172,0
0,3,[-105.34217431    0.18246689   76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],81.79999999999963,0.5792465633691418,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.54263707365986,23.292,20.065011993590172,0
0,3,[-107.84213299    0.18246689   76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],81.89999999999962,0.5792465633691418,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.51664695802454,23.28818944005494,20.065011993590172,0
0,3,[-110.34209167    0.18246689   76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],81.99999999999962,0.5793413433329673,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.49066109435957,23.285999999999998,20.065011993590172,0
0,3,[-112.84205035    0.18246689   76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],82.09999999999961,0.5793958152535451,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.4646776737566,23.285999999999998,20.065011993590172,0
0,3,[-115.34200904    0.18246689   76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],82.1999999999996,0.5793958152535451,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.43869425315363,23.285999999999998,20.065011993590172,0
0,3,[-117.84196772    0.18246689   76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],82.2999999999996,0.5793958152535451,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.41271083255066,23.285999999999998,20.065011993590172,0
0,3,[-120.3419264     0.18246689   76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],82.3999999999996,0.5793958152535451,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.38672741194767,23.28543544217231,20.065011993590172,0
0,3,[-122.84188508    0.18246689   76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],82.49999999999959,0.579409862765933,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.36074462130017,23.280083523026573,20.065011993590172,0
0,3,[-125.34184376    0.18246689   76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],82.59999999999958,0.5795430648111362,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.33476780253132,23.28,20.065011993590172,0
0,3,[-127.84180244    0.18246689   76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],82.69999999999958,0.5795451440719094,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.3087910769607,23.284616646043034,20.065011993590172,0
0,3,[-130.34176113    0.18246689   76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],82.79999999999957,0.5794302375292417,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.28280919995764,23.282031979537663,20.065011993590172,0
0,3,[-132.84171981    0.18246689   76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],82.89999999999957,0.5794945632688704,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.25683020702556,23.28,20.065011993590172,0
0,3,[-135.34167849    0.18246689   76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],82.99999999999956,0.5795451440719094,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.23085348145494,23.28,20.065011993590172,0
0,3,[-137.84163717    0.18246689   76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],83.09999999999955,0.5795451440719094,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.20487675588433,23.28,20.065011993590172,0
0,3,[-140.34159585    0.18246689   76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],83.19999999999955,0.5795451440719094,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.17890003031371,23.28,20.065011993590172,0
0,3,[-142.84155453    0.18246689   76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],83.29999999999954,0.5795451440719094,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.1529233047431,23.28,20.065011993590172,0
0,3,[-145.34151322    0.18246689   76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],83.39999999999954,0.5795451440719094,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.12694657917248,23.28,20.065011993590172,0
0,3,[-147.8414719     0.18246689   76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],83.49999999999953,0.5795451440719094,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.10096985360185,23.28,20.065011993590172,0
0,3,[-150.34143058    0.18246689   76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],83.59999999999953,0.5795451440719094,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.07499312803124,23.28,20.065011993590172,0
0,3,[-152.84138926    0.18246689   76.41937156],[-24.99958682   0.           0.        ],[-0.00413184  0.          0.        ],83.69999999999952,0.5795451440719094,1.469887427062124,0.99996694554521,2.9741021738787876,,,17,71.04901640246062,23.28,20.065011993590172,0
0,3,[-155.33722456    0.30674303   76.41937156],[-25.01815257   2.49767072   0.        ],[ -3.89343188 -24.61070751   0.        ],83.79999999999951,0.7626873418679839,3.095078493042121,2.7258114412028482,8.0,,68.4777056372357,18,71.00102872634778,23.28,37.06676940983656,0
0,3,[-157.80840896    0.67835078   76.41937156],[-24.50656252   4.94250884   0.        ],[ -4.91813165 -24.38569247   0.        ],83.89999999999951,0.6901599593096465,2.4050427626844826,2.7259015443922077,8.0,,68.47845250618875,18,70.96208343844069,23.28,30.082223674633997,0
0,3,[-160.2304526     1.29361431   76.41937156],[-23.89433356   7.3526066    0.        ],[ -7.31634244 -23.77648312   0.        ],83.9999999999995,0.6901599593096465,2.4050427626844826,2.7259015443922077,8.0,,68.47845250618875,18,70.92313815053359,23.279894264005375,30.082223674633997,0
0,3,[-162.57939317    2.14644655   76.41937156],[-23.04570762   9.68996184   0.        ],[ -9.6421695  -22.93204273   0.        ],84.0999999999995,0.6901630939780827,2.4050427626844826,2.7259015443922077,8.0,,68.47845250618875,18,70.88419303951304,23.268,30.082223674633997,0
0,3,[-164.83199157    3.22841006   76.41937156],[-21.96908051  11.9314501    0.        ],[-11.8726024  -21.86072571   0.        ],84.19999999999949,0.6905158953381714,2.4050427626844826,2.7259015443922077,8.0,,68.47845250618875,18,70.84526782649661,23.268,30.082223674633997,0
0,3,[-166.96596189    4.5288005    76.41937156],[-20.67510379  14.05489535   0.        ],[-13.9855745  -20.57313108   0.        ],84.29999999999949,0.6905158953381714,2.4050427626844826,2.7259015443922077,8.0,,68.47845250618875,18,70.80634261348018,23.268,30.082223674633997,0
0,3,[-168.96019182    6.03475256   76.41937156],[-19.17657931  16.03928944   0.        ],[-15.96018126 -19.08199755   0.        ],84.39999999999948,0.6905158953381714,2.4050427626844826,2.7259015443922077,8.0,,68.47845250618875,18,70.76741740046376,23.268,30.082223674633997,0
0,3,[-170.79495159    7.73136719   76.41937156],[-17.48833264  17.8649999    0.        ],[-17.77688704 -17.40207756   0.        ],84.49999999999947,0.6905158953381714,2.4050427626844826,2.7259015443922077,8.0,,68.47845250618875,18,70.72849218744733,23.263832325047172,30.082223674633997,0
0,3,[-172.45208912    9.60185906   76.41937156],[-15.62706632  19.51396418   0.        ],[-19.41771839 -15.54999129   0.        ],84.59999999999947,0.6906396000554905,2.4050427626844826,2.7259015443922077,8.0,,68.47845250618875,18,70.68957394656582,23.262,30.082223674633997,0
0,3,[-173.91520964   11.62772257   76.41937156],[-13.61119467  20.96986837   0.        ],[-20.86644184 -13.54406222   0.        ],84.69999999999946,0.6906940010630458,2.4050427626844826,2.7259015443922077,8.0,,68.47845250618875,18,70.65065877099471,23.262,30.082223674633997,0
0,3,[-175.16983786   13.78891498   76.41937156],[-11.46066158  22.21830858   0.        ],[-22.10872455 -11.40413588   0.        ],84.79999999999946,0.6906940010630458,2.4050427626844826,2.7259015443922077,8.0,,68.47845250618875,18,70.61174359542362,23.262,30.082223674633997,0
0,3,[-176.2035612    16.06405468   76.41937156],[-9.19674321 23.24693344  0.        ],[-23.13227608  -9.15138349   0.        ],84.89999999999945,0.6906940010630458,2.4050427626844826,2.7259015443922077,8.0,,68.47845250618875,18,70.57282841985251,23.256,30.082223674633997,0
0,3,[-177.00615259   18.43063274   76.41937156],[-6.84183748 24.04556633  0.        ],[-23.92696999  -6.80809251   0.        ],84.99999999999945,0.690872198689739,2.4050427626844826,2.7259015443922077,8.0,,68.47845250618875,18,70.53392328172676,23.256,30.082223674633997,0
0,3,[-177.56967164   20.86523556   76.41937156],[-4.41924248 24.60630602  0.        ],[-24.48494403  -4.39744611   0.        ],85.09999999999944,0.690872198689739,2.4050427626844826,2.7259015443922077,8.0,,68.47845250618875,18,70.495018143601,23.256,30.082223674633997,0
0,3,[-177.88854322   23.34377657   76.41937156],[-1.95292601 24.92360488  0.        ],[-24.80067792  -1.94329388   0.        ],85.19999999999943,0.690872198689739,2.4050427626844826,2.7259015443922077,8.0,,68.47845250618875,18,70.45611300547525,23.25567651147762,30.082223674633997,0
0,3,[-177.95961259   25.84173449   76.41937156],[ 0.53271161 24.99432372  0.        ],[-24.87104797   0.53008419   0.        ],85.29999999999943,0.6908818087832832,2.4050427626844826,2.7259015443922077,8.0,,68.47845250618875,18,70.41720840851589,23.252346767779706,30.082223674633997,0
0,3,[-177.78217664   28.33439594   76.41937156],[ 3.01307888 24.81776291  0.        ],[-24.69535798   2.99821792   0.        ],85.39999999999942,0.6909807432853261,2.4050427626844826,2.7259015443922077,8.0,,68.47845250618875,18,70.37830938190993,23.25163143897352,30.082223674633997,0
0,3,[-177.3579908    30.79709994   76.41937156],[ 5.46363645 24.39566922  0.        ],[-24.27534612   5.43668898   0.        ],85.49999999999942,0.6910020010809991,2.4050427626844826,2.7259015443922077,8.0,,68.47845250618875,18,70.33941155198293,23.25,30.082223674633997,0
0,3,[-176.69125174   33.20548189   76.41937156],[ 7.86013991 23.73221862  0.        ],[-23.61516776   7.82137252   0.        ],85.59999999999941,0.691050488289401,2.4050427626844826,2.7259015443922077,8.0,,68.47845250618875,18,70.30051645130251,23.25,30.082223674633997,0
0,3,[-175.7885558    35.53571464   76.41937156],[10.1788796  22.83397491  0.        ],[-22.72135432  10.12867584   0.        ],85.6999999999994,0.691050488289401,2.4050427626844826,2.7259015443922077,8.0,,68.47845250618875,18,70.26162135062211,23.241125613951542,30.082223674633997,0
0,3,[-174.65883374   37.76474418   76.41937156],[12.39691523 21.7098248   0.        ],[-21.60274869  12.33577178   0.        ],85.7999999999994,0.691314358848595,2.4050427626844826,2.7259015443922077,8.0,,68.47845250618875,18,70.22274109596916,23.25,30.082223674633997,0
0,3,[-173.31326238   39.87051775   76.41937156],[14.49230281 20.37089     0.        ],[-20.27041772  14.42082459   0.        ],85.8999999999994,0.691050488289401,2.4050427626844826,2.7259015443922077,8.0,,68.47845250618875,18,70.18384599528873,23.245039859248504,30.082223674633997,0
0,3,[-171.76515404   41.83220202   76.41937156],[16.44431176 18.83041717  0.        ],[-18.73754273  16.36320595   0.        ],85.99999999999939,0.691197948036042,2.4050427626844826,2.7259015443922077,8.0,,68.47845250618875,18,70.14495919246527,23.238,30.082223674633997,0
0,3,[-170.02982484   43.63038921   76.41937156],[18.23363002 17.10364687  0.        ],[-17.01928912  18.14369903   0.        ],86.09999999999938,0.6914073436925972,2.4050427626844826,2.7259015443922077,8.0,,68.47845250618875,18,70.10608416667552,23.238,30.082223674633997,0
0,3,[-168.12444313   45.24728907   76.41937156],[19.84255509 15.20766279  0.        ],[-15.13265631  19.74468863   0.        ],86.19999999999938,0.6914073436925972,2.4050427626844826,2.7259015443922077,8.0,,68.47845250618875,18,70.06720914088578,23.238,30.082223674633997,0
0,3,[-166.06785968   46.66690492   76.41937156],[21.25516917 13.16122272  0.        ],[-13.09630959  21.15033549   0.        ],86.29999999999937,0.6914073436925972,2.4050427626844826,2.7259015443922077,8.0,,68.47845250618875,18,70.02833411509604,23.238,30.082223674633997,0
0,3,[-163.88042116   47.87519186   76.41937156],[22.45749667 10.98457297  0.        ],[-10.93039541  22.34673293   0.        ],86.39999999999937,0.6914073436925972,2.4050427626844826,2.7259015443922077,8.0,,68.47845250618875,18,69.9894590893063,23.238,30.082223674633997,0
0,3,[-161.58376885   48.86019581   76.41937156],[23.43764243  8.69924809  0.        ],[-8.6563421  23.32204446  0.        ],86.49999999999936,0.6914073436925972,2.4050427626844826,2.7259015443922077,8.0,,68.47845250618875,18,69.95058406351656,23.235385266415914,30.082223674633997,0
0,3,[-159.20062452   49.61217169   76.41937156],[24.18590945  6.32785779  0.        ],[-6.29664785 24.06662092  0.        ],86.59999999999935,0.691485149417835,2.4050427626844826,2.7259015443922077,8.0,,68.47845250618875,18,69.91171341193437,23.232,30.082223674633997,0
0,3,[-156.75456565   50.12367987   76.41937156],[24.6948948   3.89386325  0.        ],[-3.87465813 24.57309587  0.        ],86.69999999999935,0.6915859096387987,2.4050427626844826,2.7259015443922077,8.0,,68.47845250618875,18,69.87284842358997,23.232,30.082223674633997,0
0,3,[-154.26979216   50.38965979   76.41937156],[24.95956286  1.42134503  0.        ],[-1.41433475 24.83645856  0.        ],86.79999999999934,0.6915859096387987,2.4050427626844826,2.7259015443922077,8.0,,68.47845250618875,18,69.83398343524557,23.232,30.082223674633997,0
0,3,[-151.77088698   50.40747999   76.41937156],[24.97729517 -1.06523516  0.        ],[ 1.05998126 24.85410341  0.        ],86.89999999999934,0.6915859096387987,2.4050427626844826,2.7259015443922077,8.0,,68.47845250618875,18,69.79511844690116,23.232,30.082223674633997,0
0,3,[-149.27092749   50.40747999   76.41937156],[24.99959491  0.          0.        ],[-0.00405093  0.          0.        ],86.99999999999933,0.5807455586343251,1.4698783735805923,0.9999675928517214,2.9741021738787876,,,19,69.76919525149195,23.232,20.06503528961235,0
0,3,[-146.77096782   50.40747999   76.41937156],[24.99959672  0.          0.        ],[-0.00403279  0.          0.        ],87.09999999999933,0.5807426102849204,1.4698872497617417,0.9999677379484954,2.9741021738787876,,,19,69.74327208559097,23.232,20.0650124497014,0
0,3,[-144.27100815   50.40747999   76.41937156],[24.99959671  0.          0.        ],[-0.00403287  0.          0.        ],87.19999999999932,0.5807426234855133,1.4698872100190654,0.9999677372988317,2.9741021738787876,,,19,69.71734891955789,23.232,20.065012551941383,0
0,3,[-141.77104848   50.40747999   76.41937156],[24.99959671  0.          0.        ],[-0.00403287  0.          0.        ],87.29999999999932,0.5807426234264084,1.4698872101970113,0.9999677373017406,2.9741021738787876,,,19,69.69142575352542,23.229893162029835,20.0650125514836,0
0,3,[-139.27108881   50.40747999   76.41937156],[24.99959671  0.          0.        ],[-0.00403287  0.          0.        ],87.39999999999931,0.5807952939491499,1.4698872101962144,0.9999677373017274,2.9741021738787876,,,19,69.66550493838442,23.226,20.06501255148565,0
0,3,[-136.77112914   50.40747999   76.41937156],[24.99959671  0.          0.        ],[-0.00403287  0.          0.        ],87.4999999999993,0.580892647354191,1.4698872101962182,0.9999677373017277,2.974102173878787,,,19,69.63958846738448,23.226,20.065012551485648,0
0,3,[-134.27116947   50.40747999   76.41937156],[24.99959671  0.          0.        ],[-0.00403287  0.          0.        ],87.5999999999993,0.580892647354191,1.469887210196218,0.9999677373017274,2.9741021738787876,,,19,69.61367199638455,23.226,20.065012551485648,0
0,3,[-131.77120979   50.40747999   76.41937156],[24.99959671  0.          0.        ],[-0.00403287  0.          0.        ],87.69999999999929,0.580892647354191,1.4698872101962182,0.9999677373017277,2.974102173878787,,,19,69.58775552538464,23.226,20.065012551485648,0
0,3,[-129.27125012   50.40747999   76.41937156],[24.99959671  0.          0.        ],[-0.00403287  0.          0.        ],87.79999999999929,0.580892647354191,1.469887210196218,0.9999677373017274,2.9741021738787876,,,19,69.5618390543847,23.226,20.065012551485648,0
0,3,[-126.77129045   50.40747999   76.41937156],[24.99959671  0.          0.        ],[-0.00403287  0.          0.        ],87.89999999999928,0.580892647354191,1.4698872101962182,0.9999677373017277,2.974102173878787,,,19,69.53592258338477,23.226,20.065012551485648,0
0,3,[-124.27133078   50.40747999   76.41937156],[24.99959671  0.          0.        ],[-0.00403287  0.          0.        ],87.99999999999928,0.580892647354191,1.469887210196218,0.9999677373017274,2.9741021738787876,,,19,69.51000611238484,23.2224366545266,20.065012551485648,0
0,3,[-121.77137111   50.40747999   76.41937156],[24.99959671  0.          0.        ],[-0.00403287  0.          0.        ],88.09999999999927,0.5809817818931834,1.4698872101962182,0.9999677373017277,2.974102173878787,,,19,69.4840936175039,23.22,20.065012551485648,0
0,3,[-119.27141144   50.40747999   76.41937156],[24.99959671  0.          0.        ],[-0.00403287  0.          0.        ],88.19999999999926,0.5810427488134556,1.469887210196218,0.9999677373017274,2.9741021738787876,,,19,69.45818384153651,23.22,20.065012551485648,0
0,3,[-116.77145177   50.40747999   76.41937156],[24.99959671  0.          0.        ],[-0.00403287  0.          0.        ],88.29999999999926,0.5810427488134556,1.4698872101962182,0.9999677373017277,2.974102173878787,,,19,69.43227406556912,23.22,20.065012551485648,0
0,3,[-114.27149209   50.40747999   76.41937156],[24.99959671  0.          0.        ],[-0.00403287  0.          0.        ],88.39999999999925,0.5810427488134556,1.469887210196218,0.9999677373017274,2.9741021738787876,,,19,69.40636428960173,23.22,20.065012551485648,0
0,3,[-111.77153242   50.40747999   76.41937156],[24.99959671  0.          0.        ],[-0.00403287  0.          0.        ],88.49999999999925,0.5810427488134556,1.4698872101962182,0.9999677373017277,2.974102173878787,,,19,69.38045451363433,23.22,20.065012551485648,0
