mission,N_laps,position,velocity,acceleration,time,throttle,thrust,loadfactor,AOA,climb_pitch_angle,bank_angle,phase,battery_SoC,battery_voltage,Amps,motor_input_power
0,0,[-17.8076022   0.          1.8025967],[-15.98354753   0.           5.745483  ],[-0.23064134  0.         13.26926981],1.7000000000000004,0.9,5.910649031772785,2.139149117720534,10.0,25.43193708729057,,1,98.78728982646479,24.636,49.299840877918996,0
0,0,[-19.3784004    0.           2.52081139],[-15.707982     0.           7.18214685],[-2.75565532  0.         14.36663855],1.8000000000000005,0.9,5.910649031772785,2.212110775250197,10.0,29.771599130293815,,1,98.71971175740434,24.636,49.32573623336318,0
0,0,[-20.89399333   0.           3.38916414],[-15.15592929   0.           8.68352756],[-5.5205271   0.         15.01380707],1.9000000000000006,0.9,5.910649031772785,2.2623995323136183,10.0,34.571259547153,,1,98.65212200874576,24.630000000000003,49.33426125907507,0
0,0,[-22.3253928    0.           4.40866059],[-14.31399473   0.          10.19496447],[-8.41934556  0.         15.1143691 ],2.0000000000000004,0.9,5.910649031772785,2.28999792197652,10.0,39.81037526233824,,1,98.58453118870287,24.618,49.3470615514049,0
0,0,[-23.64366692   0.           5.57416658],[-13.18274118   0.          11.65505986],[-11.31253554   0.          14.60095392],2.1000000000000005,0.9,5.910649031772785,2.2959102990586953,10.0,45.45989680231791,,1,98.51694006044399,24.618,49.371340821820446,0
0,0,[-24.89865383   0.           6.81701939],[-12.5498691    0.          12.42852813],[-6.32872078  0.          7.73468264],2.2000000000000006,0.9,5.910649031772785,1.5340507101936576,9.0,50.480382220370224,,1,98.44934876541126,24.612000000000002,49.3714626402691,0
0,0,[-26.09762561   0.           8.12266231],[-11.98971775   0.          13.0564292 ],[-5.60151354  0.          6.2790107 ],2.3000000000000007,0.9,5.910649031772785,1.3704684816339516,8.0,52.72166864539766,,1,98.38175719725992,24.612000000000002,49.38369813496195,0
0,0,[-27.24983343   0.           9.47751244],[-11.52207822   0.          13.54850126],[-4.67639533  0.          4.92072068],2.400000000000001,0.9,5.910649031772785,1.2047380615206675,7.0,54.43874438370498,,1,98.31416513692524,24.606,49.384057733550726,0
0,0,[-28.36643482   0.          10.86911643],[-11.16601394   0.          13.91603998],[-3.56064277  0.          3.67538715],2.500000000000001,0.9,5.910649031772785,1.0374586923533038,6.0,55.62109880016438,,1,98.24657283445106,24.60479901885202,49.39627664353781,0
0,0,[-29.46008556   0.          12.28549681],[-10.93650741   0.          14.16380372],[-2.29506533  0.          2.47763739],2.600000000000001,0.9,5.910649031772785,0.8663359071302112,5.0,56.256984732594574,,1,98.1789801180074,24.59524445012763,49.39899026033132,0
0,0,[-30.54469011   0.          13.71551047],[-10.84604548   0.          14.3001366 ],[-0.90461926  0.          1.36332883],2.700000000000001,0.9,5.910649031772785,0.6957434958304032,4.0,56.32666142778447,,1,98.11138732384224,24.588,49.41823721827428,0
0,0,[-31.63542729   0.          15.1485185 ],[-10.90737181   0.          14.33008035],[0.61326333 0.         0.29943748],2.800000000000001,0.9,5.910649031772785,0.5234541924257378,3.0,55.821229625663314,,1,98.04379435126432,24.582,49.43292796876353,0
0,0,[-32.74797948   0.          16.57367229],[-11.12552184   0.          14.25153787],[ 2.18150023  0.         -0.78542474],2.9000000000000012,0.9,5.910649031772785,0.35111527196308456,2.0,54.72334421396989,,1,97.9762010773092,24.576068571529667,49.445214069689015,0
0,0,[-33.89833085   0.          17.97938207],[-11.50351379   0.          14.05709784],[ 3.77991953  0.         -1.94440035],3.0000000000000013,0.9,5.910649031772785,0.17722511192138735,1.0,53.022474709382806,,1,97.90860739730329,24.576,49.45744476291882,0
0,0,[-35.1029016    0.          19.35324658],[-12.0457075    0.          13.73864507],[ 5.42193708  0.         -3.18452774],3.1000000000000014,0.9,5.910649031772785,-2.865569478886513e-06,0.0,50.705095453418984,,1,97.8410137930937,24.576,49.45752729885813,0
0,0,[-36.38051457   0.          20.6839434 ],[-12.77612962   0.          13.30696824],[ 7.30422122  0.         -4.31676823],3.2000000000000015,0.9,5.910649031772785,-0.18433473893869537,-1.0,47.756509041099505,,1,97.77342043923917,24.564,49.457344116697385,0
0,0,[-37.74575622   0.          21.95505419],[-13.65241658   0.          12.7111079 ],[ 8.76286964  0.         -5.95860344],3.3000000000000016,0.9,5.910649031772785,-0.36488651791550164,-2.0,44.165912683569196,,1,97.70582790536005,24.564,49.48090474736701,0
0,0,[-39.21230121   0.          23.14625743],[-14.66544989   0.          11.9120324 ],[10.13033307  0.         -7.99075495],3.4000000000000017,0.9,5.910649031772785,-0.5669390423850895,-3.0,39.955124947134045,,1,97.63823573648001,24.55810822589661,49.480637550918395,0
0,0,[-40.62185563   0.          24.41728712],[-14.09554421   0.          12.71029689],[-5.69905677  0.          7.98264491],3.5000000000000018,0.9,5.910649031772785,1.5711486500891936,8.0,47.085278560052124,,1,97.57064412353868,24.556910007705795,49.49210145710977,0
0,0,[-41.98287289   0.          25.75125245],[-13.61017258   0.          13.33965331],[-4.85371635  0.          6.29356417],3.600000000000002,0.9,5.910649031772785,1.3832205444341448,7.0,49.04175349302532,,1,97.50305265182705,24.552,49.49441293457652,0
0,0,[-43.30638182   0.          27.1324118 ],[-13.23508929   0.          13.81159343],[-3.75083287  0.          4.71940118],3.700000000000002,0.9,5.910649031772785,1.1925601624467173,6.0,50.42489084487451,,1,97.43546224248524,24.552,49.50353294169998,0
0,0,[-44.60535814   0.          28.54554769],[-12.98976324   0.          14.13135899],[-2.45326053  0.          3.19765555],3.800000000000002,0.9,5.910649031772785,0.9967614926854612,5.0,51.22108331689232,,1,97.36787616173203,24.546,49.50036266308552,0
0,0,[-45.89437592   0.          29.9764148 ],[-12.89017779   0.          14.30867106],[-0.99585451  0.          1.77312078],3.900000000000002,0.9,5.910649031772785,0.8010651677882691,4.0,51.41029957804563,,1,97.30029420812855,24.546,49.50943900015198,0
0,0,[-47.18953068   0.          31.41136675],[-12.95154758   0.          14.34951946],[0.61369796 0.         0.40848396],4.000000000000002,0.9,5.910649031772785,0.6030715110244088,3.0,50.98542460319443,,1,97.2327160620568,24.534000000000002,49.506649664392114,0
0,0,[-48.50747181   0.          32.83666774],[-13.17941128   0.          14.25300993],[ 2.27863702  0.         -0.96509526],4.100000000000001,0.9,5.910649031772785,0.40478050513132424,2.0,49.93131370614378,,1,97.16514257156487,24.53168955753294,49.52745194530261,0
0,0,[-49.86501664   0.          34.23780431],[-13.57544829   0.          14.01136567],[ 3.96037003  0.         -2.41644267],4.200000000000001,0.9,5.910649031772785,0.2044472394971789,1.0,48.2411909901093,,1,97.09757398529115,24.528,49.52852169126772,0
0,0,[-51.27933692   0.          35.59943898],[-14.14320278   0.          13.61634671],[ 5.67754488  0.         -3.95018955],4.300000000000001,0.9,5.910649031772785,-3.308350666291627e-06,0.0,45.90529292549763,,1,97.03001113606008,24.528,49.53176593578881,0
0,0,[-52.77035413   0.          36.9073374 ],[-14.91017209   0.          13.07898421],[ 7.66969317  0.         -5.37362502],4.4,0.9,5.910649031772785,-0.21308045229980574,-1.0,42.91269830492054,,1,96.96245533772132,24.522062949328813,49.52659677624287,0
0,0,[-54.35252753   0.          38.14187232],[-15.82173401   0.          12.34534921],[ 9.11561923  0.         -7.33635002],4.5,0.9,5.910649031772785,-0.42232505721409963,-2.0,39.2567638729922,,1,96.89491105802881,24.520854597546894,49.530141079102194,0
0,0,[-55.86349815   0.          39.47075662],[-15.10970625   0.          13.28884297],[-7.12027764  0.          9.43493762],4.6,0.9,5.910649031772785,1.765933098550168,8.0,45.964128711210805,,1,96.82737969216505,24.516000000000002,49.523111689726065,0
0,0,[-57.31222581   0.          40.87347251],[-14.48727654   0.          14.02715892],[-6.22429712  0.          7.38315955],4.699999999999999,0.9,5.910649031772785,1.5487394775297438,7.0,48.33132089786658,,1,96.75984922582018,24.516000000000002,49.532258354287556,0
0,0,[-58.71080191   0.          42.33120251],[-13.98576102   0.          14.57729998],[-5.01515514  0.          5.50141059],4.799999999999999,0.9,5.910649031772785,1.3299972363618666,6.0,50.07553808259066,,1,96.69231701820947,24.516000000000002,49.53353553825689,0
0,0,[-60.07363405   0.          43.82618745],[-13.62832141   0.          14.94984947],[-3.57439618  0.          3.72549484],4.899999999999999,0.9,5.910649031772785,1.1071429467791138,5.0,51.18642190941214,,1,96.62478335902259,24.503999999999998,49.53460024060409,0
0,0,[-61.41694599   0.          45.34221145],[-13.43311939   0.          15.16023992],[-1.95202014  0.          2.10390457],4.999999999999998,0.9,5.910649031772785,0.8861335319110978,4.0,51.64761795280902,,1,96.55724899977491,24.50279705329907,49.559371857318745,0
0,0,[-62.7585886    0.          46.86411713],[-13.41642611   0.          15.21905686],[-0.16693287  0.          0.58816937],5.099999999999998,0.9,5.910649031772785,0.6643531254392868,3.0,51.45662888944177,,1,96.4897136366025,24.50157925701022,49.5625416937059,0
0,0,[-64.11690095   0.          48.37696442],[-13.58312351   0.          15.12847293],[ 1.66697404  0.         -0.9058393 ],5.1999999999999975,0.9,5.910649031772785,0.4440149781536911,2.0,50.60207044373204,,1,96.42217698655735,24.494358847539594,49.56594954034911,0
0,0,[-65.5103682    0.          49.86533938],[-13.93467246   0.          14.8837495 ],[ 3.51548947  0.         -2.44723426],5.299999999999997,0.9,5.910649031772785,0.2232959764045798,1.0,49.08086831717137,,1,96.35463885450602,24.491999999999997,49.581648497355566,0
0,0,[-66.95775539   0.          51.31320622],[-14.47387199   0.          14.47866844],[ 5.39199533  0.         -4.05081065],5.399999999999997,0.9,5.910649031772785,-3.5975237028930976e-06,0.0,46.886240090429226,,1,96.28709834029803,24.491912266985096,49.588172729398956,0
0,0,[-68.4807006    0.          52.70607118],[-15.22945205   0.          13.92864959],[ 7.5558006   0.         -5.50018847],5.4999999999999964,0.9,5.910649031772785,-0.2307230479975863,-1.0,44.009491957142856,,1,96.21955433931049,24.486000000000004,49.5909103592224,0
0,0,[-70.09491222   0.          54.0237195 ],[-16.14211618   0.          13.17648325],[ 9.12664128  0.         -7.52166342],5.599999999999996,0.9,5.910649031772785,-0.45530771561695405,-2.0,40.445611984646625,,1,96.15200356811135,24.486000000000004,49.60785623225903,0
0,0,[-71.62107454   0.          55.44361503],[-15.26162323   0.          14.19895529],[-8.80492951  0.         10.22472037],5.699999999999996,0.9,5.910649031772785,1.8951665833900189,8.0,47.224067068091756,,1,96.08444471386504,24.486000000000004,49.61379225097756,0
0,0,[-73.06943709   0.          56.94245078],[-14.48362547   0.          14.98835744],[-7.77997754  0.          7.89402155],5.799999999999995,0.9,5.910649031772785,1.6545573189358027,7.0,49.93418849566045,,1,96.01688553002926,24.47598572375552,49.61403429450864,0
0,0,[-74.45373042   0.          58.49943699],[-13.84293328   0.          15.56986209],[-6.40692195  0.          5.81504645],5.899999999999995,0.9,5.910649031772785,1.4145626149568247,6.0,51.98114147895991,,1,95.94932665756262,24.468000000000004,49.63410497154902,0
0,0,[-75.79012772   0.          60.09549203],[-13.36397304   0.          15.96055041],[-4.78960242  0.          3.90688319],5.999999999999995,0.9,5.910649031772785,1.1723596308347402,5.0,53.36017940013448,,1,95.88176831679958,24.468000000000004,49.64991350339522,0
0,0,[-77.09656616   0.          61.71361298],[-13.06438443   0.          16.18120957],[-2.9958861   0.          2.20659166],6.099999999999994,0.9,5.910649031772785,0.9341422099589307,4.0,54.06013093358812,,1,95.81421065708237,24.462,49.64941298981936,0
